step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
15000,0,0.516,0.42,0.6,0.72,0.0,0.84
45000,0,0.384,0.26,0.48,0.24,0.0,0.94
10000,0,0.312,0.48,0.02,0.18,0.0,0.88
5000,0,0.348,0.5,0.18,0.46,0.0,0.6
50000,0,0.33199999999999996,0.32,0.16,0.36,0.0,0.82
20000,0,0.332,0.0,0.48,0.34,0.0,0.84
35000,0,0.5439999999999999,0.74,0.52,0.66,0.0,0.8
30000,0,0.45199999999999996,0.38,0.76,0.18,0.0,0.94
15000,10,0.6559999999999999,0.64,0.92,0.82,0.0,0.9
40000,0,0.352,0.48,0.72,0.02,0.0,0.54
25000,0,0.316,0.42,0.26,0.02,0.0,0.88
30000,10,0.588,0.76,0.84,0.4,0.0,0.94
50000,10,0.576,0.66,0.76,0.54,0.0,0.92
45000,10,0.528,0.58,0.68,0.4,0.02,0.96
10000,10,0.43199999999999994,0.44,0.52,0.36,0.0,0.84
5000,10,0.45599999999999996,0.34,0.62,0.46,0.0,0.86
30000,20,0.612,0.88,0.88,0.3,0.0,1.0
35000,10,0.576,0.9,0.44,0.68,0.0,0.86
40000,10,0.44399999999999995,0.46,0.7,0.16,0.02,0.88
20000,10,0.404,0.0,0.68,0.44,0.0,0.9
25000,10,0.496,0.92,0.56,0.1,0.0,0.9
50000,20,0.624,0.74,0.82,0.64,0.04,0.88
15000,20,0.544,0.26,0.92,0.6,0.0,0.94
5000,20,0.544,0.36,0.78,0.64,0.0,0.94
45000,20,0.588,0.88,0.66,0.4,0.04,0.96
10000,20,0.5,0.42,0.7,0.46,0.0,0.92
20000,20,0.43999999999999995,0.16,0.84,0.36,0.0,0.84
25000,20,0.5359999999999999,0.88,0.56,0.28,0.0,0.96
40000,20,0.492,0.54,0.74,0.16,0.08,0.94
30000,50,0.6439999999999999,0.98,0.84,0.4,0.0,1.0
45000,50,0.636,0.94,0.72,0.5,0.04,0.98
10000,50,0.588,0.56,0.82,0.6,0.04,0.92
15000,50,0.552,0.56,0.78,0.5,0.02,0.9
50000,50,0.64,0.88,0.78,0.54,0.02,0.98
20000,50,0.5439999999999999,0.62,0.76,0.36,0.0,0.98
40000,50,0.6519999999999999,0.86,0.84,0.48,0.16,0.92
25000,50,0.6,0.84,0.78,0.46,0.0,0.92
35000,50,0.588,0.86,0.58,0.6,0.06,0.84
5000,50,0.548,0.46,0.8,0.5,0.04,0.94
25000,100,0.64,0.9,0.82,0.48,0.02,0.98
5000,100,0.608,0.6,0.86,0.6,0.04,0.94
10000,100,0.628,0.64,0.84,0.64,0.04,0.98
15000,100,0.664,0.74,0.86,0.68,0.06,0.98
20000,100,0.6319999999999999,0.86,0.84,0.48,0.0,0.98
40000,100,0.6679999999999999,0.9,0.88,0.56,0.06,0.94
45000,100,0.664,0.92,0.78,0.68,0.02,0.92
50000,100,0.656,0.9,0.84,0.54,0.02,0.98
15000,200,0.728,0.88,0.84,0.84,0.12,0.96
45000,200,0.6839999999999999,0.88,0.84,0.8,0.02,0.88
10000,200,0.712,0.88,0.94,0.68,0.1,0.96
25000,200,0.6759999999999999,0.96,0.86,0.62,0.0,0.94
20000,200,0.6759999999999999,0.88,0.86,0.66,0.0,0.98
35000,200,0.6719999999999999,0.9,0.76,0.72,0.04,0.94
30000,200,0.6839999999999999,0.92,0.84,0.68,0.06,0.92
40000,200,0.7,0.9,0.94,0.64,0.08,0.94
50000,200,0.708,0.92,0.9,0.76,0.0,0.96
5000,200,0.64,0.64,0.84,0.66,0.1,0.96
35000,20,0.632,0.8,0.7,0.66,0.04,0.96
30000,100,0.688,0.9,0.88,0.66,0.04,0.96
35000,100,0.688,0.96,0.74,0.74,0.04,0.96
