step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,0,0.0,0.0,0.0,0.0,0.0,0.0
10000,0,0.0,0.0,0.0,0.0,0.0,0.0
5000,10,0.06799999999999999,0.0,0.0,0.1,0.0,0.24
10000,10,0.0,0.0,0.0,0.0,0.0,0.0
5000,20,0.144,0.0,0.0,0.34,0.0,0.38
10000,20,0.0,0.0,0.0,0.0,0.0,0.0
5000,50,0.244,0.08,0.04,0.4,0.0,0.7
10000,50,0.12000000000000002,0.0,0.0,0.2,0.0,0.4
5000,100,0.22400000000000003,0.06,0.0,0.5,0.0,0.56
10000,100,0.172,0.0,0.0,0.38,0.0,0.48
10000,200,0.196,0.0,0.0,0.38,0.0,0.6
5000,200,0.23200000000000004,0.04,0.02,0.54,0.0,0.56
