step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
20000,10,0.168,0.08,0.22,0.24,0.0,0.3
5000,10,0.096,0.12,0.08,0.18,0.0,0.1
30000,10,0.13999999999999999,0.18,0.14,0.18,0.02,0.18
15000,10,0.13999999999999999,0.12,0.12,0.2,0.02,0.24
5000,0,0.02,0.04,0.02,0.04,0.0,0.0
10000,10,0.072,0.0,0.08,0.08,0.0,0.2
25000,10,0.10400000000000001,0.04,0.12,0.16,0.0,0.2
25000,0,0.032,0.0,0.04,0.12,0.0,0.0
20000,0,0.048,0.0,0.06,0.16,0.0,0.02
30000,0,0.05600000000000001,0.06,0.0,0.22,0.0,0.0
10000,0,0.0,0.0,0.0,0.0,0.0,0.0
15000,0,0.036,0.04,0.0,0.04,0.02,0.08
5000,20,0.08399999999999999,0.12,0.1,0.14,0.0,0.06
15000,20,0.184,0.16,0.18,0.24,0.0,0.34
20000,20,0.196,0.1,0.36,0.2,0.0,0.32
10000,20,0.084,0.02,0.14,0.16,0.0,0.1
30000,20,0.176,0.18,0.26,0.26,0.02,0.16
25000,20,0.096,0.04,0.04,0.2,0.0,0.2
5000,50,0.172,0.2,0.2,0.32,0.02,0.12
20000,50,0.22800000000000004,0.14,0.26,0.22,0.04,0.48
10000,50,0.13599999999999998,0.02,0.18,0.24,0.0,0.24
15000,50,0.196,0.1,0.18,0.3,0.0,0.4
25000,50,0.13999999999999999,0.04,0.18,0.18,0.0,0.3
30000,50,0.24,0.24,0.3,0.36,0.06,0.24
30000,100,0.272,0.26,0.26,0.52,0.02,0.3
20000,100,0.27999999999999997,0.16,0.38,0.38,0.06,0.42
25000,100,0.196,0.04,0.32,0.34,0.0,0.28
10000,200,0.21200000000000002,0.08,0.3,0.32,0.02,0.34
20000,200,0.264,0.24,0.32,0.28,0.02,0.46
15000,200,0.248,0.26,0.22,0.3,0.0,0.46
25000,200,0.252,0.1,0.3,0.36,0.02,0.48
5000,200,0.20400000000000001,0.28,0.2,0.28,0.0,0.26
