step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
10000,0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0,0.0,0.0,0.0,0.0,0.0,0.0
10000,10,0.0,0.0,0.0,0.0,0.0,0.0
5000,10,0.016,0.0,0.0,0.02,0.0,0.06
10000,20,0.02,0.0,0.0,0.0,0.0,0.1
5000,20,0.036,0.0,0.0,0.02,0.0,0.16
5000,50,0.21200000000000002,0.12,0.2,0.28,0.0,0.46
10000,50,0.12,0.02,0.0,0.12,0.0,0.46
10000,100,0.244,0.08,0.04,0.5,0.0,0.6
5000,100,0.288,0.26,0.26,0.36,0.0,0.56
10000,200,0.26399999999999996,0.1,0.02,0.48,0.0,0.72
5000,200,0.368,0.28,0.34,0.48,0.0,0.74
