step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
15000,10,0.716,0.9,0.68,0.7,0.34,0.96
30000,0,0.304,0.8,0.34,0.0,0.0,0.38
35000,10,0.712,0.84,0.84,0.68,0.26,0.94
20000,10,0.708,0.86,0.82,0.62,0.28,0.96
5000,10,0.752,0.82,0.86,0.7,0.4,0.98
45000,10,0.716,0.9,0.74,0.78,0.24,0.92
20000,0,0.23199999999999998,0.0,0.18,0.24,0.0,0.74
50000,10,0.756,0.92,0.74,0.76,0.4,0.96
25000,10,0.752,0.92,0.82,0.7,0.38,0.94
5000,0,0.21200000000000002,0.44,0.34,0.24,0.0,0.04
25000,0,0.21200000000000002,0.32,0.26,0.42,0.0,0.06
15000,0,0.27999999999999997,0.62,0.06,0.7,0.0,0.02
10000,10,0.744,0.8,0.76,0.74,0.5,0.92
40000,10,0.6920000000000001,0.92,0.76,0.68,0.18,0.92
10000,0,0.192,0.78,0.04,0.0,0.0,0.14
35000,0,0.136,0.14,0.4,0.02,0.0,0.12
40000,0,0.24400000000000005,0.82,0.18,0.14,0.0,0.08
30000,10,0.628,0.9,0.62,0.32,0.34,0.96
50000,0,0.23199999999999998,0.38,0.08,0.54,0.0,0.16
45000,0,0.20400000000000001,0.08,0.18,0.5,0.0,0.26
10000,20,0.728,0.92,0.84,0.74,0.26,0.88
5000,20,0.712,0.8,0.78,0.74,0.36,0.88
25000,20,0.776,0.96,0.9,0.86,0.24,0.92
35000,20,0.744,0.9,0.86,0.74,0.28,0.94
40000,20,0.752,0.98,0.78,0.82,0.22,0.96
30000,20,0.716,0.8,0.9,0.66,0.3,0.92
45000,20,0.712,0.86,0.86,0.76,0.18,0.9
15000,20,0.748,0.9,0.88,0.66,0.38,0.92
50000,20,0.74,0.9,0.76,0.8,0.28,0.96
20000,20,0.712,0.84,0.88,0.7,0.2,0.94
35000,50,0.764,0.88,0.88,0.78,0.34,0.94
40000,50,0.688,0.82,0.84,0.66,0.14,0.98
45000,50,0.764,0.9,0.88,0.76,0.34,0.94
25000,50,0.732,0.96,0.86,0.74,0.18,0.92
50000,50,0.796,0.9,0.92,0.84,0.38,0.94
5000,50,0.764,0.9,0.88,0.66,0.44,0.94
20000,50,0.744,0.86,0.7,0.8,0.4,0.96
15000,50,0.692,0.88,0.68,0.66,0.32,0.92
30000,50,0.74,0.92,0.86,0.72,0.24,0.96
10000,50,0.76,0.88,0.86,0.66,0.42,0.98
50000,100,0.792,0.98,0.88,0.8,0.34,0.96
25000,100,0.748,0.94,0.92,0.6,0.34,0.94
35000,100,0.744,0.9,0.9,0.72,0.24,0.96
45000,100,0.728,0.92,0.78,0.8,0.22,0.92
20000,100,0.724,0.86,0.84,0.68,0.28,0.96
30000,100,0.736,0.88,0.86,0.82,0.22,0.9
5000,100,0.792,0.92,0.92,0.76,0.44,0.92
10000,100,0.78,0.94,0.84,0.76,0.42,0.94
15000,100,0.728,0.88,0.78,0.78,0.32,0.88
40000,100,0.7000000000000001,0.82,0.8,0.68,0.26,0.94
45000,200,0.752,0.92,0.8,0.76,0.36,0.92
15000,200,0.744,0.94,0.94,0.66,0.22,0.96
50000,200,0.776,0.9,0.78,0.82,0.44,0.94
30000,200,0.744,0.94,0.82,0.78,0.26,0.92
5000,200,0.748,0.86,0.84,0.74,0.38,0.92
35000,200,0.764,0.92,0.82,0.72,0.38,0.98
20000,200,0.724,0.88,0.82,0.7,0.24,0.98
25000,200,0.792,0.9,0.96,0.76,0.36,0.98
40000,200,0.736,0.92,0.82,0.74,0.24,0.96
10000,200,0.756,0.88,0.88,0.8,0.3,0.92
