step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
20000,0,0.41200000000000003,0.16,0.84,0.48,0.02,0.56
10000,0,0.44800000000000006,0.14,0.78,0.46,0.1,0.76
15000,0,0.404,0.18,0.72,0.42,0.02,0.68
5000,0,0.43200000000000005,0.34,0.68,0.52,0.04,0.58
30000,0,0.45199999999999996,0.24,0.82,0.46,0.0,0.74
50000,0,0.41200000000000003,0.06,0.74,0.42,0.04,0.8
35000,0,0.43599999999999994,0.22,0.8,0.4,0.04,0.72
40000,0,0.45999999999999996,0.16,0.82,0.54,0.08,0.7
45000,0,0.42400000000000004,0.1,0.88,0.5,0.0,0.64
25000,0,0.4640000000000001,0.12,0.8,0.62,0.0,0.78
15000,10,0.584,0.48,0.88,0.6,0.08,0.88
35000,10,0.632,0.68,0.88,0.62,0.1,0.88
25000,10,0.608,0.54,0.8,0.64,0.18,0.88
30000,10,0.624,0.62,0.88,0.58,0.08,0.96
40000,10,0.588,0.52,0.88,0.52,0.14,0.88
20000,10,0.62,0.68,0.8,0.68,0.1,0.84
10000,10,0.6,0.52,0.86,0.62,0.1,0.9
45000,10,0.6,0.58,0.84,0.6,0.08,0.9
50000,10,0.556,0.52,0.78,0.46,0.08,0.94
5000,10,0.568,0.48,0.8,0.62,0.12,0.82
5000,20,0.6399999999999999,0.62,0.86,0.7,0.12,0.9
15000,20,0.6519999999999999,0.64,0.9,0.72,0.1,0.9
30000,20,0.652,0.72,0.86,0.68,0.1,0.9
10000,20,0.636,0.72,0.86,0.62,0.1,0.88
25000,20,0.652,0.64,0.82,0.66,0.18,0.96
20000,20,0.6,0.62,0.82,0.52,0.1,0.94
35000,20,0.652,0.68,0.84,0.66,0.16,0.92
45000,20,0.616,0.6,0.8,0.6,0.1,0.98
40000,20,0.608,0.54,0.84,0.68,0.12,0.86
50000,20,0.64,0.68,0.86,0.62,0.1,0.94
5000,50,0.664,0.7,0.88,0.7,0.14,0.9
15000,50,0.728,0.84,0.84,0.78,0.28,0.9
20000,50,0.6960000000000001,0.76,0.82,0.74,0.2,0.96
25000,50,0.704,0.72,0.86,0.82,0.22,0.9
30000,50,0.72,0.82,0.92,0.68,0.24,0.94
10000,50,0.6759999999999999,0.78,0.8,0.72,0.18,0.9
35000,50,0.648,0.78,0.76,0.6,0.22,0.88
40000,50,0.692,0.78,0.84,0.6,0.28,0.96
50000,50,0.716,0.8,0.96,0.72,0.22,0.88
45000,50,0.668,0.78,0.84,0.68,0.14,0.9
10000,100,0.72,0.8,0.92,0.78,0.2,0.9
5000,100,0.7,0.88,0.82,0.68,0.24,0.88
50000,100,0.7,0.72,0.94,0.78,0.16,0.9
35000,100,0.6920000000000001,0.8,0.9,0.64,0.16,0.96
30000,100,0.672,0.72,0.8,0.68,0.22,0.94
15000,100,0.6719999999999999,0.82,0.82,0.68,0.16,0.88
40000,100,0.632,0.74,0.82,0.64,0.1,0.86
45000,100,0.676,0.86,0.8,0.62,0.18,0.92
20000,100,0.672,0.78,0.86,0.68,0.16,0.88
25000,100,0.692,0.82,0.84,0.64,0.18,0.98
30000,200,0.724,0.86,0.92,0.7,0.2,0.94
25000,200,0.6759999999999999,0.84,0.78,0.8,0.06,0.9
40000,200,0.716,0.88,0.94,0.6,0.26,0.9
20000,200,0.656,0.74,0.88,0.68,0.06,0.92
10000,200,0.716,0.84,0.86,0.76,0.18,0.94
50000,200,0.6719999999999999,0.78,0.78,0.7,0.18,0.92
35000,200,0.704,0.8,0.9,0.66,0.26,0.9
45000,200,0.724,0.86,0.9,0.76,0.12,0.98
15000,200,0.6920000000000002,0.76,0.92,0.72,0.28,0.78
5000,200,0.7,0.74,0.9,0.7,0.22,0.94
