step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
35000,0,0.296,0.38,0.54,0.04,0.02,0.5
50000,0,0.32,0.3,0.68,0.12,0.02,0.48
15000,0,0.236,0.28,0.46,0.14,0.08,0.22
20000,0,0.296,0.42,0.56,0.08,0.04,0.38
45000,0,0.32799999999999996,0.3,0.58,0.24,0.0,0.52
40000,0,0.344,0.34,0.62,0.18,0.0,0.58
10000,0,0.22400000000000003,0.36,0.4,0.1,0.04,0.22
5000,0,0.21200000000000002,0.48,0.26,0.04,0.08,0.2
25000,0,0.288,0.4,0.5,0.1,0.02,0.42
30000,0,0.292,0.36,0.54,0.16,0.02,0.38
45000,10,0.508,0.48,0.56,0.52,0.12,0.86
40000,10,0.504,0.62,0.54,0.48,0.16,0.72
50000,10,0.536,0.52,0.7,0.56,0.08,0.82
30000,10,0.45999999999999996,0.42,0.56,0.4,0.12,0.8
25000,10,0.488,0.4,0.6,0.48,0.16,0.8
35000,10,0.43200000000000005,0.38,0.52,0.4,0.08,0.78
5000,10,0.528,0.58,0.62,0.52,0.24,0.68
10000,10,0.488,0.5,0.58,0.44,0.22,0.7
20000,10,0.5,0.44,0.68,0.44,0.18,0.76
15000,10,0.504,0.52,0.58,0.5,0.16,0.76
20000,20,0.596,0.58,0.72,0.58,0.22,0.88
15000,20,0.512,0.58,0.52,0.56,0.04,0.86
30000,20,0.588,0.64,0.72,0.58,0.08,0.92
35000,20,0.544,0.64,0.66,0.56,0.04,0.82
5000,20,0.5399999999999999,0.58,0.58,0.62,0.16,0.76
25000,20,0.532,0.56,0.68,0.54,0.08,0.8
50000,20,0.592,0.66,0.66,0.66,0.14,0.84
45000,20,0.5559999999999999,0.54,0.7,0.52,0.18,0.84
10000,20,0.5599999999999999,0.6,0.64,0.54,0.16,0.86
40000,20,0.552,0.52,0.66,0.54,0.18,0.86
20000,50,0.652,0.76,0.72,0.68,0.16,0.94
40000,50,0.6279999999999999,0.6,0.78,0.64,0.24,0.88
30000,50,0.612,0.52,0.84,0.66,0.14,0.9
50000,50,0.604,0.66,0.68,0.62,0.2,0.86
35000,50,0.6399999999999999,0.66,0.82,0.7,0.14,0.88
10000,50,0.6559999999999999,0.64,0.8,0.78,0.2,0.86
25000,50,0.644,0.74,0.76,0.74,0.12,0.86
5000,50,0.6199999999999999,0.58,0.88,0.72,0.14,0.78
15000,50,0.6199999999999999,0.56,0.76,0.7,0.24,0.84
45000,50,0.58,0.62,0.72,0.58,0.1,0.88
15000,100,0.6519999999999999,0.66,0.68,0.76,0.24,0.92
5000,100,0.672,0.8,0.82,0.68,0.18,0.88
30000,100,0.632,0.64,0.76,0.68,0.2,0.88
20000,100,0.6439999999999999,0.76,0.62,0.82,0.2,0.82
25000,100,0.6519999999999999,0.7,0.74,0.74,0.14,0.94
10000,100,0.628,0.66,0.74,0.68,0.18,0.88
40000,100,0.612,0.66,0.74,0.68,0.14,0.84
45000,100,0.6439999999999999,0.66,0.74,0.74,0.16,0.92
35000,100,0.62,0.8,0.7,0.66,0.08,0.86
50000,100,0.6359999999999999,0.6,0.84,0.66,0.24,0.84
30000,200,0.6559999999999999,0.64,0.76,0.68,0.32,0.88
35000,200,0.6679999999999999,0.82,0.82,0.76,0.12,0.82
40000,200,0.628,0.66,0.66,0.72,0.16,0.94
15000,200,0.6559999999999999,0.6,0.76,0.76,0.26,0.9
45000,200,0.6199999999999999,0.64,0.66,0.72,0.24,0.84
20000,200,0.672,0.78,0.88,0.72,0.18,0.8
25000,200,0.632,0.68,0.76,0.62,0.2,0.9
50000,200,0.624,0.7,0.76,0.64,0.16,0.86
