step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
20000,0,0.34,0.2,0.28,0.06,0.36,0.8
25000,0,0.376,0.54,0.5,0.16,0.0,0.68
40000,0,0.348,0.6,0.1,0.1,0.14,0.8
45000,0,0.42000000000000004,0.44,0.76,0.08,0.04,0.78
5000,0,0.40800000000000003,0.38,0.54,0.12,0.42,0.58
30000,0,0.372,0.34,0.68,0.02,0.02,0.8
15000,0,0.44000000000000006,0.56,0.28,0.18,0.44,0.74
10000,0,0.284,0.3,0.86,0.0,0.02,0.24
35000,0,0.5559999999999999,0.72,0.68,0.18,0.38,0.82
10000,10,0.528,0.54,0.62,0.4,0.18,0.9
5000,10,0.528,0.42,0.52,0.6,0.34,0.76
20000,10,0.576,0.58,0.62,0.5,0.26,0.92
15000,10,0.536,0.48,0.58,0.56,0.16,0.9
30000,10,0.608,0.54,0.8,0.6,0.14,0.96
25000,10,0.5559999999999999,0.32,0.82,0.54,0.2,0.9
40000,10,0.584,0.64,0.64,0.44,0.22,0.98
35000,10,0.576,0.58,0.76,0.4,0.16,0.98
45000,10,0.5559999999999999,0.48,0.72,0.48,0.16,0.94
25000,20,0.6239999999999999,0.54,0.82,0.54,0.3,0.92
10000,20,0.572,0.54,0.74,0.54,0.22,0.82
20000,20,0.616,0.58,0.82,0.46,0.26,0.96
5000,20,0.556,0.46,0.64,0.58,0.16,0.94
30000,20,0.6759999999999999,0.78,0.74,0.7,0.22,0.94
15000,20,0.6799999999999999,0.72,0.82,0.7,0.26,0.9
50000,20,0.628,0.6,0.78,0.68,0.16,0.92
35000,20,0.6719999999999999,0.74,0.72,0.54,0.44,0.92
40000,20,0.6639999999999999,0.76,0.8,0.56,0.32,0.88
45000,20,0.636,0.6,0.78,0.66,0.18,0.96
10000,50,0.6359999999999999,0.64,0.76,0.54,0.3,0.94
40000,50,0.6920000000000001,0.8,0.86,0.66,0.22,0.92
50000,50,0.704,0.78,0.82,0.7,0.32,0.9
20000,50,0.6839999999999999,0.82,0.7,0.72,0.34,0.84
25000,50,0.644,0.72,0.78,0.68,0.14,0.9
45000,50,0.6519999999999999,0.74,0.72,0.64,0.28,0.88
35000,50,0.748,0.86,0.86,0.76,0.32,0.94
5000,50,0.66,0.74,0.72,0.7,0.28,0.86
15000,50,0.6759999999999999,0.74,0.72,0.68,0.3,0.94
30000,50,0.5959999999999999,0.56,0.72,0.62,0.24,0.84
35000,100,0.752,0.8,0.86,0.76,0.38,0.96
20000,100,0.704,0.76,0.74,0.7,0.4,0.92
5000,100,0.636,0.7,0.82,0.66,0.18,0.82
10000,100,0.648,0.74,0.76,0.68,0.14,0.92
50000,100,0.696,0.78,0.86,0.6,0.3,0.94
45000,100,0.696,0.74,0.84,0.68,0.3,0.92
30000,100,0.6679999999999999,0.66,0.72,0.76,0.24,0.96
40000,100,0.6199999999999999,0.7,0.68,0.56,0.24,0.92
25000,100,0.672,0.68,0.88,0.64,0.28,0.88
15000,100,0.6679999999999999,0.68,0.68,0.62,0.44,0.92
50000,200,0.724,0.86,0.66,0.72,0.4,0.98
35000,200,0.704,0.84,0.78,0.66,0.4,0.84
30000,200,0.708,0.78,0.78,0.78,0.28,0.92
40000,200,0.708,0.76,0.82,0.7,0.34,0.92
25000,200,0.692,0.72,0.78,0.8,0.22,0.94
45000,200,0.672,0.88,0.72,0.64,0.22,0.9
5000,200,0.6719999999999999,0.8,0.72,0.72,0.3,0.82
15000,200,0.712,0.84,0.7,0.76,0.38,0.88
10000,200,0.6479999999999999,0.68,0.74,0.76,0.26,0.8
50000,0,0.39199999999999996,0.42,0.48,0.22,0.14,0.7
50000,10,0.56,0.48,0.64,0.6,0.1,0.98
20000,200,0.688,0.78,0.72,0.7,0.3,0.94
