step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
300000,20,0.792,0.78,0.74,0.84,0.84,0.76
350000,20,0.768,0.68,0.72,0.84,0.8,0.8
500000,10,0.6759999999999999,0.52,0.64,0.84,0.72,0.66
300000,10,0.5760000000000001,0.62,0.46,0.76,0.56,0.48
450000,10,0.6880000000000001,0.68,0.56,0.86,0.64,0.7
450000,20,0.8039999999999999,0.76,0.82,0.82,0.84,0.78
300000,0,0.184,0.9,0.0,0.0,0.02,0.0
450000,0,0.192,0.92,0.04,0.0,0.0,0.0
500000,0,0.172,0.82,0.0,0.0,0.0,0.04
350000,0,0.1,0.3,0.2,0.0,0.0,0.0
300000,50,0.828,0.86,0.82,0.94,0.8,0.72
400000,50,0.8240000000000001,0.84,0.82,0.84,0.76,0.86
350000,50,0.808,0.86,0.76,0.86,0.78,0.78
350000,10,0.5960000000000001,0.54,0.54,0.8,0.52,0.58
500000,20,0.7639999999999999,0.68,0.74,0.82,0.84,0.74
400000,20,0.792,0.72,0.74,0.84,0.88,0.78
400000,0,0.17200000000000001,0.8,0.04,0.0,0.0,0.02
500000,50,0.8320000000000001,0.76,0.82,0.92,0.8,0.86
450000,50,0.852,0.88,0.82,0.92,0.82,0.82
400000,100,0.8119999999999999,0.68,0.82,0.84,0.86,0.86
500000,100,0.8119999999999999,0.62,0.78,0.96,0.82,0.88
450000,100,0.844,0.76,0.82,0.86,0.88,0.9
400000,10,0.688,0.58,0.6,0.8,0.7,0.76
300000,100,0.844,0.74,0.84,0.88,0.86,0.9
300000,200,0.8400000000000001,0.76,0.82,0.86,0.96,0.8
400000,200,0.828,0.76,0.8,0.78,0.96,0.84
350000,200,0.828,0.8,0.82,0.8,0.98,0.74
450000,200,0.844,0.82,0.8,0.88,0.94,0.78
500000,200,0.82,0.7,0.78,0.86,0.94,0.82
350000,100,0.836,0.7,0.84,0.84,0.9,0.9
200000,0,0.22400000000000003,0.92,0.0,0.2,0.0,0.0
150000,0,0.0,0.0,0.0,0.0,0.0,0.0
50000,0,0.02,0.0,0.0,0.0,0.0,0.1
200000,10,0.6,0.6,0.36,0.72,0.6,0.72
250000,10,0.5559999999999999,0.48,0.5,0.82,0.52,0.46
250000,0,0.068,0.0,0.34,0.0,0.0,0.0
100000,0,0.068,0.0,0.08,0.26,0.0,0.0
50000,10,0.744,0.66,0.74,0.8,0.68,0.84
100000,10,0.6439999999999999,0.56,0.42,0.78,0.68,0.78
150000,10,0.6280000000000001,0.6,0.46,0.68,0.66,0.74
100000,20,0.732,0.8,0.42,0.82,0.84,0.78
50000,20,0.8320000000000001,0.86,0.82,0.84,0.8,0.84
150000,20,0.7639999999999999,0.76,0.7,0.76,0.8,0.8
200000,20,0.7679999999999999,0.72,0.64,0.86,0.8,0.82
250000,20,0.776,0.64,0.82,0.82,0.82,0.78
150000,50,0.828,0.9,0.74,0.92,0.82,0.76
50000,50,0.82,0.84,0.74,0.92,0.8,0.8
100000,50,0.8320000000000001,0.9,0.78,0.88,0.82,0.78
200000,100,0.8400000000000001,0.78,0.8,0.9,0.86,0.86
150000,100,0.8320000000000001,0.78,0.8,0.86,0.84,0.88
100000,100,0.8160000000000001,0.78,0.76,0.86,0.86,0.82
200000,50,0.844,0.86,0.84,0.96,0.76,0.8
250000,50,0.8200000000000001,0.74,0.86,0.94,0.78,0.78
250000,100,0.82,0.64,0.8,0.94,0.86,0.86
50000,100,0.8160000000000001,0.72,0.8,0.92,0.76,0.88
250000,200,0.836,0.7,0.82,0.88,0.96,0.82
50000,200,0.828,0.68,0.78,0.88,0.92,0.88
100000,200,0.8480000000000001,0.76,0.82,0.86,0.94,0.86
200000,200,0.8480000000000001,0.78,0.8,0.88,0.92,0.86
150000,200,0.836,0.8,0.72,0.86,0.98,0.82
