step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
10000,0,0.08800000000000001,0.02,0.0,0.28,0.02,0.12
20000,0,0.052000000000000005,0.0,0.0,0.18,0.0,0.08
15000,0,0.036,0.02,0.0,0.12,0.0,0.04
5000,0,0.06799999999999999,0.04,0.0,0.26,0.0,0.04
30000,0,0.07600000000000001,0.02,0.0,0.34,0.0,0.02
25000,0,0.08,0.04,0.0,0.28,0.0,0.08
20000,10,0.5519999999999999,0.58,0.56,0.54,0.36,0.72
15000,10,0.5439999999999999,0.7,0.64,0.62,0.36,0.4
30000,10,0.544,0.56,0.64,0.48,0.38,0.66
25000,10,0.556,0.54,0.6,0.54,0.38,0.72
5000,10,0.484,0.42,0.56,0.44,0.38,0.62
10000,10,0.46799999999999997,0.38,0.52,0.48,0.32,0.64
15000,20,0.5959999999999999,0.74,0.6,0.5,0.44,0.7
30000,20,0.572,0.46,0.72,0.5,0.54,0.64
10000,20,0.552,0.52,0.64,0.56,0.4,0.64
5000,20,0.512,0.54,0.62,0.38,0.36,0.66
25000,20,0.556,0.52,0.6,0.58,0.4,0.68
20000,20,0.556,0.64,0.66,0.48,0.42,0.58
30000,50,0.5640000000000001,0.6,0.52,0.52,0.48,0.7
25000,50,0.572,0.66,0.62,0.58,0.38,0.62
15000,50,0.5880000000000001,0.56,0.62,0.58,0.5,0.68
5000,50,0.54,0.54,0.62,0.48,0.5,0.56
20000,50,0.576,0.64,0.6,0.54,0.48,0.62
10000,50,0.516,0.42,0.58,0.48,0.38,0.72
25000,100,0.6119999999999999,0.58,0.6,0.6,0.58,0.7
20000,100,0.6,0.68,0.58,0.64,0.36,0.74
30000,100,0.5960000000000001,0.54,0.6,0.64,0.5,0.7
10000,100,0.524,0.5,0.54,0.58,0.38,0.62
15000,100,0.5760000000000001,0.62,0.68,0.54,0.46,0.58
5000,100,0.54,0.56,0.66,0.58,0.24,0.66
10000,200,0.6439999999999999,0.72,0.66,0.68,0.44,0.72
30000,200,0.612,0.6,0.68,0.62,0.48,0.68
15000,200,0.5720000000000001,0.54,0.62,0.6,0.4,0.7
25000,200,0.5680000000000001,0.46,0.64,0.54,0.62,0.58
20000,200,0.54,0.54,0.54,0.5,0.38,0.74
5000,200,0.46399999999999997,0.62,0.42,0.42,0.24,0.62
