step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,0,0.048,0.0,0.0,0.18,0.0,0.06
10000,0,0.06400000000000002,0.0,0.02,0.28,0.0,0.02
5000,10,0.5,0.44,0.64,0.46,0.34,0.62
15000,0,0.068,0.0,0.0,0.14,0.0,0.2
10000,10,0.492,0.5,0.48,0.48,0.32,0.68
20000,0,0.096,0.02,0.02,0.3,0.0,0.14
25000,0,0.084,0.02,0.0,0.28,0.0,0.12
15000,10,0.516,0.42,0.64,0.48,0.36,0.68
30000,0,0.096,0.0,0.04,0.16,0.0,0.28
20000,10,0.4,0.36,0.44,0.46,0.22,0.52
25000,10,0.38,0.38,0.54,0.42,0.1,0.46
5000,20,0.536,0.46,0.62,0.64,0.36,0.6
30000,10,0.372,0.32,0.5,0.36,0.16,0.52
10000,20,0.472,0.44,0.46,0.52,0.38,0.56
15000,20,0.536,0.5,0.6,0.52,0.38,0.68
20000,20,0.44800000000000006,0.42,0.56,0.54,0.22,0.5
25000,20,0.344,0.32,0.4,0.38,0.18,0.44
30000,20,0.35600000000000004,0.28,0.56,0.4,0.1,0.44
5000,50,0.5799999999999998,0.58,0.58,0.62,0.36,0.76
10000,50,0.552,0.46,0.64,0.62,0.44,0.6
15000,50,0.48,0.5,0.52,0.54,0.24,0.6
20000,50,0.40800000000000003,0.38,0.44,0.54,0.24,0.44
25000,50,0.41600000000000004,0.46,0.4,0.44,0.34,0.44
30000,50,0.38,0.26,0.44,0.32,0.14,0.74
5000,100,0.5439999999999999,0.6,0.58,0.58,0.34,0.62
10000,100,0.5519999999999999,0.56,0.5,0.64,0.36,0.7
15000,100,0.492,0.54,0.36,0.48,0.42,0.66
20000,100,0.44000000000000006,0.38,0.46,0.54,0.32,0.5
25000,100,0.43600000000000005,0.38,0.5,0.52,0.32,0.46
