step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
15000,0,0.028000000000000004,0.04,0.0,0.06,0.0,0.04
5000,0,0.016,0.0,0.02,0.04,0.0,0.02
10000,0,0.06,0.0,0.0,0.12,0.0,0.18
20000,0,0.04,0.0,0.0,0.08,0.04,0.08
30000,0,0.052000000000000005,0.02,0.2,0.0,0.0,0.04
25000,0,0.044000000000000004,0.0,0.0,0.08,0.0,0.14
35000,0,0.032,0.0,0.04,0.08,0.0,0.04
50000,0,0.032,0.0,0.1,0.02,0.0,0.04
40000,0,0.048,0.0,0.02,0.12,0.0,0.1
45000,0,0.04,0.04,0.14,0.02,0.0,0.0
5000,10,0.384,0.42,0.58,0.46,0.1,0.36
15000,10,0.28,0.4,0.28,0.42,0.08,0.22
30000,10,0.364,0.38,0.68,0.44,0.1,0.22
25000,10,0.256,0.28,0.36,0.3,0.06,0.28
10000,10,0.256,0.24,0.26,0.38,0.06,0.34
20000,10,0.29200000000000004,0.4,0.38,0.32,0.14,0.22
45000,10,0.332,0.34,0.78,0.26,0.08,0.2
50000,10,0.304,0.44,0.48,0.28,0.06,0.26
40000,10,0.29200000000000004,0.46,0.3,0.38,0.08,0.24
35000,10,0.28,0.42,0.46,0.34,0.08,0.1
5000,20,0.392,0.4,0.48,0.52,0.3,0.26
10000,20,0.356,0.44,0.26,0.56,0.28,0.24
20000,20,0.336,0.4,0.4,0.4,0.16,0.32
30000,20,0.43199999999999994,0.58,0.72,0.44,0.24,0.18
35000,20,0.4159999999999999,0.58,0.7,0.48,0.18,0.14
45000,20,0.42000000000000004,0.48,0.78,0.52,0.12,0.2
40000,20,0.41200000000000003,0.68,0.46,0.5,0.22,0.2
15000,20,0.352,0.44,0.52,0.4,0.18,0.22
25000,20,0.312,0.44,0.46,0.32,0.08,0.26
50000,20,0.364,0.52,0.58,0.38,0.1,0.24
5000,50,0.5079999999999999,0.6,0.74,0.36,0.34,0.5
45000,50,0.5359999999999999,0.58,0.78,0.6,0.3,0.42
40000,50,0.45200000000000007,0.68,0.6,0.38,0.3,0.3
30000,50,0.54,0.62,0.84,0.52,0.46,0.26
35000,50,0.48,0.56,0.68,0.52,0.34,0.3
15000,50,0.476,0.58,0.6,0.46,0.36,0.38
20000,50,0.43199999999999994,0.5,0.52,0.44,0.36,0.34
10000,50,0.4720000000000001,0.5,0.56,0.52,0.32,0.46
25000,50,0.45999999999999996,0.52,0.7,0.42,0.26,0.4
50000,50,0.45999999999999996,0.62,0.72,0.36,0.28,0.32
40000,100,0.516,0.64,0.76,0.54,0.26,0.38
10000,100,0.472,0.54,0.6,0.5,0.36,0.36
15000,100,0.5039999999999999,0.58,0.58,0.58,0.36,0.42
35000,100,0.52,0.56,0.72,0.54,0.34,0.44
20000,100,0.5479999999999999,0.62,0.62,0.62,0.4,0.48
25000,100,0.5,0.56,0.72,0.4,0.36,0.46
45000,100,0.5239999999999999,0.68,0.7,0.52,0.3,0.42
30000,100,0.5399999999999999,0.6,0.8,0.54,0.36,0.4
5000,100,0.5559999999999999,0.62,0.76,0.44,0.38,0.58
50000,100,0.45600000000000007,0.58,0.56,0.44,0.32,0.38
15000,200,0.62,0.64,0.74,0.7,0.52,0.5
45000,200,0.608,0.68,0.84,0.58,0.46,0.48
30000,200,0.62,0.64,0.84,0.66,0.42,0.54
20000,200,0.5599999999999999,0.6,0.66,0.6,0.46,0.48
5000,200,0.5359999999999999,0.6,0.7,0.46,0.3,0.62
40000,200,0.5559999999999999,0.72,0.7,0.52,0.38,0.46
25000,200,0.512,0.54,0.56,0.44,0.4,0.62
50000,200,0.476,0.56,0.6,0.44,0.38,0.4
10000,200,0.5040000000000001,0.56,0.56,0.5,0.34,0.56
35000,200,0.5559999999999999,0.62,0.76,0.54,0.54,0.32
