step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,0,0.188,0.02,0.0,0.0,0.0,0.92
10000,10,0.496,0.92,0.38,0.22,0.0,0.96
25000,0,0.24000000000000005,0.28,0.5,0.04,0.0,0.38
35000,0,0.20800000000000002,0.02,0.18,0.0,0.0,0.84
30000,0,0.064,0.06,0.24,0.0,0.0,0.02
25000,10,0.47999999999999987,0.72,0.58,0.36,0.0,0.74
15000,0,0.16799999999999998,0.66,0.08,0.1,0.0,0.0
20000,10,0.4,0.54,0.4,0.16,0.02,0.88
45000,0,0.24000000000000005,0.24,0.2,0.1,0.0,0.66
30000,10,0.40800000000000003,0.36,0.62,0.18,0.0,0.88
15000,10,0.388,0.8,0.3,0.06,0.0,0.78
40000,10,0.45999999999999996,0.46,0.8,0.16,0.0,0.88
5000,10,0.476,0.6,0.28,0.62,0.02,0.86
50000,10,0.4680000000000001,0.8,0.78,0.12,0.0,0.64
45000,10,0.43600000000000005,0.6,0.54,0.16,0.02,0.86
25000,20,0.476,0.56,0.52,0.36,0.0,0.94
35000,10,0.372,0.24,0.5,0.22,0.0,0.9
5000,20,0.5439999999999999,0.74,0.42,0.6,0.02,0.94
15000,20,0.44399999999999995,0.78,0.26,0.24,0.0,0.94
35000,20,0.43200000000000005,0.4,0.58,0.22,0.02,0.94
45000,20,0.42800000000000005,0.56,0.5,0.18,0.02,0.88
50000,20,0.488,0.66,0.7,0.16,0.0,0.92
20000,20,0.388,0.52,0.26,0.24,0.0,0.92
40000,20,0.5359999999999999,0.7,0.72,0.38,0.0,0.88
10000,50,0.608,0.82,0.84,0.46,0.0,0.92
45000,50,0.504,0.78,0.54,0.28,0.02,0.9
30000,50,0.548,0.66,0.68,0.38,0.04,0.98
20000,50,0.492,0.52,0.54,0.44,0.06,0.9
25000,50,0.536,0.6,0.52,0.68,0.0,0.88
35000,50,0.54,0.68,0.62,0.42,0.04,0.94
5000,50,0.58,0.84,0.44,0.62,0.02,0.98
50000,50,0.5599999999999999,0.8,0.72,0.4,0.0,0.88
15000,50,0.492,0.76,0.36,0.36,0.0,0.98
40000,100,0.612,0.8,0.72,0.58,0.02,0.94
25000,100,0.584,0.74,0.66,0.58,0.0,0.94
10000,100,0.648,0.86,0.74,0.68,0.0,0.96
50000,100,0.592,0.82,0.68,0.42,0.08,0.96
5000,100,0.596,0.72,0.52,0.7,0.04,1.0
35000,100,0.636,0.88,0.64,0.66,0.0,1.0
45000,100,0.564,0.76,0.66,0.48,0.0,0.92
30000,100,0.596,0.64,0.76,0.62,0.04,0.92
15000,100,0.5519999999999999,0.82,0.44,0.54,0.02,0.94
10000,200,0.64,0.84,0.7,0.68,0.0,0.98
5000,200,0.6599999999999999,0.8,0.6,0.78,0.12,1.0
15000,200,0.6159999999999999,0.82,0.58,0.7,0.02,0.96
20000,200,0.564,0.74,0.52,0.62,0.02,0.92
50000,200,0.636,0.88,0.72,0.56,0.06,0.96
30000,200,0.664,0.88,0.8,0.54,0.1,1.0
40000,200,0.632,0.84,0.78,0.58,0.02,0.94
45000,200,0.584,0.8,0.6,0.54,0.06,0.92
20000,0,0.404,0.38,0.84,0.08,0.0,0.72
10000,0,0.288,0.64,0.12,0.02,0.0,0.66
40000,0,0.23200000000000004,0.12,0.36,0.06,0.0,0.62
50000,0,0.144,0.14,0.0,0.38,0.0,0.2
10000,20,0.5800000000000001,0.88,0.72,0.32,0.0,0.98
30000,20,0.44800000000000006,0.5,0.68,0.18,0.0,0.88
40000,50,0.5599999999999999,0.72,0.72,0.42,0.0,0.94
20000,100,0.516,0.7,0.46,0.5,0.0,0.92
25000,200,0.604,0.82,0.58,0.68,0.0,0.94
35000,200,0.58,0.78,0.62,0.5,0.04,0.96
