step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
25000,0,0.372,0.44,0.82,0.16,0.0,0.44
45000,0,0.43200000000000005,0.84,0.34,0.56,0.0,0.42
40000,0,0.256,0.56,0.2,0.42,0.0,0.1
50000,0,0.16,0.04,0.1,0.5,0.0,0.16
15000,0,0.20800000000000002,0.02,0.4,0.0,0.0,0.62
5000,10,0.488,0.62,0.62,0.28,0.0,0.92
5000,0,0.0,0.0,0.0,0.0,0.0,0.0
10000,0,0.21200000000000002,0.44,0.34,0.06,0.0,0.22
30000,0,0.308,0.22,0.52,0.04,0.0,0.76
35000,0,0.23600000000000004,0.78,0.0,0.32,0.0,0.08
15000,10,0.484,0.32,0.8,0.32,0.0,0.98
40000,10,0.484,0.7,0.56,0.26,0.04,0.86
35000,10,0.516,0.74,0.5,0.32,0.16,0.86
10000,20,0.54,0.52,0.76,0.24,0.2,0.98
10000,10,0.43599999999999994,0.14,0.72,0.32,0.16,0.84
30000,10,0.484,0.78,0.44,0.26,0.0,0.94
50000,10,0.4880000000000001,0.36,0.72,0.48,0.1,0.78
45000,10,0.492,0.38,0.86,0.3,0.06,0.86
25000,10,0.43199999999999994,0.7,0.48,0.12,0.02,0.84
25000,20,0.41600000000000004,0.68,0.24,0.14,0.1,0.92
15000,20,0.496,0.5,0.74,0.22,0.06,0.96
20000,20,0.588,0.78,0.52,0.5,0.2,0.94
45000,20,0.516,0.44,0.78,0.4,0.04,0.92
40000,20,0.516,0.8,0.5,0.36,0.1,0.82
30000,20,0.516,0.78,0.34,0.52,0.02,0.92
35000,20,0.484,0.62,0.42,0.32,0.12,0.94
50000,20,0.532,0.48,0.76,0.5,0.2,0.72
20000,50,0.624,0.84,0.8,0.44,0.2,0.84
5000,50,0.588,0.8,0.78,0.4,0.02,0.94
10000,50,0.564,0.78,0.58,0.36,0.1,1.0
15000,50,0.5599999999999999,0.72,0.78,0.36,0.0,0.94
50000,50,0.592,0.58,0.76,0.62,0.1,0.9
45000,50,0.5519999999999999,0.5,0.84,0.34,0.16,0.92
25000,50,0.6159999999999999,0.88,0.54,0.42,0.3,0.94
40000,50,0.548,0.86,0.56,0.34,0.1,0.88
20000,100,0.692,0.88,0.88,0.72,0.04,0.94
35000,100,0.668,0.82,0.74,0.66,0.12,1.0
10000,100,0.672,0.9,0.86,0.52,0.16,0.92
25000,100,0.656,0.82,0.72,0.5,0.24,1.0
40000,100,0.628,0.86,0.84,0.5,0.02,0.92
30000,100,0.608,0.84,0.66,0.5,0.08,0.96
5000,100,0.64,0.88,0.78,0.56,0.04,0.94
45000,100,0.54,0.52,0.74,0.44,0.06,0.94
25000,200,0.6920000000000001,0.96,0.78,0.54,0.22,0.96
50000,200,0.7,0.88,0.78,0.76,0.12,0.96
20000,200,0.6479999999999999,0.82,0.88,0.56,0.08,0.9
15000,200,0.62,0.66,0.88,0.54,0.04,0.98
30000,200,0.648,0.8,0.76,0.56,0.14,0.98
10000,200,0.708,0.96,0.76,0.7,0.2,0.92
35000,200,0.64,0.84,0.74,0.6,0.08,0.94
45000,200,0.6719999999999999,0.8,0.94,0.62,0.06,0.94
5000,200,0.6599999999999999,0.92,0.86,0.56,0.0,0.96
20000,0,0.33199999999999996,0.06,0.68,0.1,0.0,0.82
20000,10,0.588,0.84,0.76,0.2,0.22,0.92
5000,20,0.544,0.8,0.7,0.34,0.02,0.86
30000,50,0.584,0.9,0.42,0.54,0.08,0.98
35000,50,0.628,0.8,0.72,0.52,0.1,1.0
50000,100,0.676,0.76,0.84,0.66,0.16,0.96
15000,100,0.628,0.9,0.82,0.48,0.0,0.94
40000,200,0.668,0.9,0.74,0.64,0.14,0.92
