step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,0,0.096,0.1,0.08,0.04,0.0,0.26
20000,0,0.10800000000000001,0.08,0.16,0.02,0.0,0.28
10000,0,0.08800000000000001,0.02,0.08,0.14,0.0,0.2
15000,0,0.064,0.04,0.08,0.1,0.0,0.1
25000,0,0.1,0.0,0.18,0.1,0.0,0.22
30000,0,0.144,0.2,0.16,0.1,0.0,0.26
40000,0,0.11200000000000002,0.1,0.12,0.14,0.0,0.2
35000,0,0.11600000000000002,0.08,0.1,0.2,0.0,0.2
5000,10,0.34800000000000003,0.32,0.42,0.4,0.0,0.6
45000,0,0.18000000000000002,0.2,0.24,0.14,0.02,0.3
10000,10,0.344,0.28,0.4,0.34,0.0,0.7
20000,10,0.44800000000000006,0.4,0.7,0.42,0.0,0.72
50000,0,0.196,0.12,0.22,0.26,0.0,0.38
15000,10,0.37200000000000005,0.46,0.38,0.4,0.0,0.62
25000,10,0.35600000000000004,0.26,0.56,0.4,0.0,0.56
30000,10,0.43600000000000005,0.5,0.46,0.58,0.04,0.6
35000,10,0.38,0.44,0.5,0.34,0.0,0.62
40000,10,0.404,0.46,0.5,0.44,0.0,0.62
45000,10,0.392,0.52,0.52,0.32,0.02,0.58
50000,10,0.41200000000000003,0.44,0.48,0.54,0.04,0.56
10000,20,0.376,0.44,0.36,0.44,0.06,0.58
5000,20,0.34800000000000003,0.3,0.42,0.34,0.02,0.66
15000,20,0.4,0.44,0.48,0.44,0.02,0.62
20000,20,0.40800000000000003,0.44,0.42,0.58,0.0,0.6
25000,20,0.308,0.32,0.26,0.36,0.02,0.58
30000,20,0.484,0.58,0.64,0.5,0.02,0.68
40000,20,0.41200000000000003,0.46,0.52,0.52,0.02,0.54
35000,20,0.392,0.42,0.52,0.38,0.06,0.58
45000,20,0.44800000000000006,0.58,0.56,0.48,0.0,0.62
50000,20,0.42000000000000004,0.46,0.44,0.56,0.0,0.64
15000,50,0.45199999999999996,0.52,0.46,0.52,0.02,0.74
5000,50,0.42000000000000004,0.44,0.56,0.46,0.0,0.64
10000,50,0.43599999999999994,0.44,0.44,0.56,0.02,0.72
50000,50,0.4640000000000001,0.46,0.58,0.54,0.0,0.74
30000,50,0.4959999999999999,0.58,0.58,0.6,0.02,0.7
20000,50,0.404,0.4,0.58,0.38,0.04,0.62
35000,50,0.388,0.48,0.52,0.3,0.04,0.6
40000,50,0.45600000000000007,0.52,0.62,0.44,0.0,0.7
25000,50,0.4,0.34,0.56,0.44,0.02,0.64
45000,50,0.41200000000000003,0.64,0.58,0.34,0.02,0.48
5000,100,0.42800000000000005,0.54,0.52,0.46,0.02,0.6
10000,100,0.45200000000000007,0.5,0.54,0.6,0.0,0.62
25000,100,0.4640000000000001,0.56,0.52,0.52,0.0,0.72
15000,100,0.45600000000000007,0.44,0.54,0.58,0.0,0.72
20000,100,0.44800000000000006,0.48,0.68,0.44,0.0,0.64
45000,100,0.5,0.62,0.64,0.54,0.02,0.68
50000,100,0.476,0.54,0.6,0.48,0.02,0.74
40000,100,0.476,0.6,0.5,0.54,0.0,0.74
30000,100,0.4800000000000001,0.54,0.54,0.6,0.02,0.7
35000,100,0.392,0.44,0.48,0.38,0.1,0.56
15000,200,0.4800000000000001,0.52,0.58,0.54,0.0,0.76
30000,200,0.484,0.58,0.62,0.52,0.0,0.7
5000,200,0.4640000000000001,0.58,0.48,0.5,0.0,0.76
25000,200,0.44400000000000006,0.6,0.58,0.38,0.0,0.66
10000,200,0.43599999999999994,0.32,0.46,0.58,0.06,0.76
20000,200,0.43200000000000005,0.5,0.54,0.44,0.02,0.66
35000,200,0.396,0.48,0.48,0.4,0.02,0.6
45000,200,0.48,0.68,0.66,0.46,0.0,0.6
40000,200,0.44000000000000006,0.62,0.48,0.44,0.02,0.64
50000,200,0.512,0.64,0.66,0.38,0.16,0.72
