step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
20000,0,0.472,0.32,0.86,0.48,0.08,0.62
10000,0,0.44399999999999995,0.94,0.56,0.02,0.0,0.7
25000,0,0.36,0.58,0.3,0.1,0.0,0.82
45000,0,0.45200000000000007,0.8,0.76,0.14,0.02,0.54
5000,0,0.176,0.06,0.04,0.0,0.0,0.78
15000,0,0.41200000000000003,0.76,0.72,0.44,0.0,0.14
35000,0,0.236,0.1,0.06,0.02,0.0,1.0
30000,0,0.268,0.5,0.66,0.02,0.0,0.16
40000,0,0.22399999999999998,0.02,0.02,0.26,0.0,0.82
50000,0,0.12000000000000002,0.2,0.0,0.12,0.0,0.28
15000,10,0.476,0.78,0.76,0.24,0.0,0.6
5000,10,0.356,0.24,0.54,0.06,0.0,0.94
20000,10,0.544,0.38,0.78,0.28,0.36,0.92
10000,10,0.48,0.66,0.78,0.18,0.02,0.76
25000,10,0.4800000000000001,0.56,0.62,0.22,0.02,0.98
30000,10,0.44800000000000006,0.6,0.68,0.28,0.14,0.54
45000,10,0.45599999999999996,0.56,0.7,0.18,0.02,0.82
50000,10,0.336,0.42,0.2,0.14,0.06,0.86
35000,10,0.364,0.2,0.46,0.14,0.04,0.98
40000,10,0.384,0.36,0.34,0.28,0.02,0.92
5000,20,0.4640000000000001,0.42,0.66,0.22,0.04,0.98
20000,20,0.5,0.3,0.7,0.38,0.14,0.98
15000,20,0.5479999999999999,0.68,0.86,0.24,0.14,0.82
25000,20,0.568,0.7,0.8,0.32,0.12,0.9
10000,20,0.45599999999999996,0.44,0.76,0.2,0.04,0.84
45000,20,0.5599999999999999,0.52,0.76,0.36,0.2,0.96
40000,20,0.4800000000000001,0.42,0.66,0.26,0.1,0.96
30000,20,0.5359999999999999,0.58,0.78,0.26,0.24,0.82
50000,20,0.4920000000000001,0.5,0.62,0.32,0.1,0.92
35000,20,0.396,0.12,0.6,0.28,0.02,0.96
15000,50,0.564,0.76,0.66,0.3,0.12,0.98
25000,50,0.64,0.86,0.8,0.48,0.1,0.96
10000,50,0.5359999999999999,0.62,0.7,0.38,0.1,0.88
20000,50,0.596,0.56,0.78,0.44,0.24,0.96
5000,50,0.512,0.4,0.74,0.42,0.02,0.98
35000,50,0.5439999999999999,0.54,0.74,0.42,0.08,0.94
30000,50,0.592,0.68,0.82,0.38,0.14,0.94
45000,50,0.568,0.6,0.8,0.32,0.24,0.88
40000,50,0.544,0.48,0.66,0.48,0.14,0.96
50000,50,0.516,0.44,0.72,0.46,0.04,0.92
25000,100,0.6479999999999999,0.86,0.84,0.56,0.06,0.92
5000,100,0.584,0.54,0.82,0.5,0.1,0.96
30000,100,0.636,0.74,0.8,0.6,0.14,0.9
10000,100,0.564,0.76,0.68,0.38,0.06,0.94
15000,100,0.572,0.8,0.66,0.38,0.16,0.86
50000,100,0.588,0.68,0.68,0.48,0.16,0.94
35000,100,0.54,0.54,0.78,0.5,0.0,0.88
20000,100,0.6319999999999999,0.66,0.7,0.4,0.4,1.0
45000,100,0.596,0.58,0.86,0.5,0.1,0.94
40000,100,0.584,0.66,0.66,0.52,0.14,0.94
25000,200,0.7120000000000001,0.88,0.8,0.76,0.16,0.96
15000,200,0.644,0.78,0.84,0.48,0.2,0.92
30000,200,0.676,0.86,0.78,0.66,0.18,0.9
20000,200,0.6479999999999999,0.7,0.78,0.52,0.3,0.94
35000,200,0.636,0.72,0.84,0.68,0.02,0.92
50000,200,0.66,0.76,0.8,0.66,0.16,0.92
40000,200,0.66,0.8,0.78,0.62,0.12,0.98
10000,200,0.66,0.82,0.78,0.64,0.1,0.96
45000,200,0.644,0.74,0.82,0.52,0.28,0.86
5000,200,0.616,0.7,0.76,0.5,0.18,0.94
