step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,0,0.536,0.78,0.82,0.22,0.0,0.86
10000,0,0.476,0.14,0.86,0.62,0.0,0.76
15000,0,0.536,0.88,0.4,0.8,0.0,0.6
20000,0,0.5399999999999999,0.7,0.64,0.5,0.0,0.86
30000,0,0.6479999999999999,0.78,0.78,0.82,0.02,0.84
40000,0,0.504,0.32,0.92,0.62,0.0,0.66
25000,0,0.42000000000000004,0.42,0.4,0.54,0.0,0.74
50000,0,0.484,0.06,0.62,0.86,0.0,0.88
45000,0,0.556,0.84,0.68,0.64,0.0,0.62
35000,0,0.36000000000000004,0.04,0.68,0.46,0.0,0.62
30000,10,0.6719999999999999,0.64,0.7,0.84,0.22,0.96
5000,10,0.5519999999999999,0.98,0.62,0.22,0.0,0.94
45000,10,0.616,0.72,0.78,0.64,0.06,0.88
15000,10,0.592,0.5,0.88,0.76,0.02,0.8
40000,10,0.5279999999999999,0.46,0.74,0.58,0.04,0.82
20000,10,0.628,0.84,0.84,0.56,0.0,0.9
10000,10,0.5399999999999999,0.32,0.82,0.66,0.0,0.9
25000,10,0.5519999999999999,0.32,0.82,0.64,0.1,0.88
35000,10,0.632,0.6,0.8,0.76,0.16,0.84
50000,10,0.6319999999999999,0.14,0.84,0.84,0.46,0.88
15000,20,0.62,0.34,0.88,0.78,0.12,0.98
5000,20,0.5640000000000001,0.92,0.66,0.32,0.0,0.92
10000,20,0.5479999999999999,0.36,0.84,0.58,0.04,0.92
30000,20,0.6799999999999999,0.58,0.76,0.76,0.36,0.94
25000,20,0.62,0.52,0.86,0.66,0.1,0.96
20000,20,0.604,0.78,0.8,0.5,0.06,0.88
45000,20,0.62,0.6,0.84,0.48,0.28,0.9
35000,20,0.6719999999999999,0.44,0.92,0.8,0.36,0.84
50000,20,0.6,0.3,0.78,0.56,0.42,0.94
40000,20,0.552,0.36,0.8,0.6,0.14,0.86
5000,50,0.632,0.78,0.88,0.58,0.02,0.9
15000,50,0.64,0.58,0.86,0.72,0.08,0.96
20000,50,0.6479999999999999,0.82,0.84,0.52,0.12,0.94
45000,50,0.668,0.68,0.86,0.54,0.28,0.98
35000,50,0.66,0.56,0.86,0.74,0.18,0.96
10000,50,0.584,0.48,0.86,0.48,0.12,0.98
25000,50,0.628,0.66,0.78,0.62,0.2,0.88
30000,50,0.6639999999999999,0.66,0.82,0.62,0.28,0.94
40000,50,0.64,0.66,0.84,0.74,0.1,0.86
50000,50,0.6639999999999999,0.38,0.92,0.68,0.4,0.94
15000,100,0.664,0.68,0.94,0.66,0.08,0.96
5000,100,0.7,0.94,0.8,0.7,0.08,0.98
20000,100,0.728,0.96,0.94,0.64,0.2,0.9
45000,100,0.72,0.76,0.82,0.74,0.34,0.94
35000,100,0.632,0.54,0.9,0.6,0.18,0.94
40000,100,0.6439999999999999,0.6,0.78,0.72,0.14,0.98
50000,100,0.6599999999999999,0.44,0.9,0.58,0.42,0.96
25000,100,0.668,0.66,0.88,0.62,0.22,0.96
10000,100,0.66,0.66,0.76,0.68,0.22,0.98
30000,100,0.708,0.74,0.86,0.64,0.38,0.92
30000,200,0.72,0.78,0.9,0.7,0.32,0.9
10000,200,0.6920000000000001,0.72,0.84,0.76,0.16,0.98
20000,200,0.696,0.86,0.86,0.58,0.24,0.94
40000,200,0.692,0.7,0.88,0.84,0.1,0.94
25000,200,0.688,0.74,0.92,0.72,0.12,0.94
45000,200,0.664,0.72,0.8,0.58,0.26,0.96
15000,200,0.7,0.82,0.9,0.72,0.1,0.96
5000,200,0.64,0.8,0.88,0.52,0.06,0.94
35000,200,0.6839999999999999,0.68,0.9,0.76,0.16,0.92
50000,200,0.6359999999999999,0.5,0.8,0.58,0.38,0.92
