step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
20000,20,0.4720000000000001,0.52,0.62,0.56,0.02,0.64
5000,10,0.36,0.36,0.34,0.34,0.02,0.74
20000,0,0.12000000000000002,0.06,0.22,0.14,0.02,0.16
25000,0,0.196,0.06,0.22,0.34,0.0,0.36
30000,10,0.43200000000000005,0.46,0.52,0.46,0.0,0.72
20000,10,0.42800000000000005,0.5,0.54,0.4,0.04,0.66
25000,10,0.40800000000000003,0.5,0.6,0.32,0.02,0.6
40000,10,0.43599999999999994,0.48,0.56,0.4,0.0,0.74
35000,10,0.38,0.38,0.52,0.32,0.04,0.64
10000,10,0.364,0.3,0.5,0.44,0.0,0.58
15000,10,0.42000000000000004,0.44,0.46,0.54,0.02,0.64
30000,0,0.10800000000000001,0.04,0.06,0.26,0.0,0.18
35000,0,0.24800000000000005,0.2,0.4,0.3,0.02,0.32
45000,10,0.404,0.56,0.44,0.3,0.0,0.72
5000,0,0.1,0.0,0.02,0.2,0.0,0.28
40000,0,0.12000000000000002,0.08,0.18,0.14,0.0,0.2
50000,10,0.44800000000000006,0.48,0.64,0.4,0.02,0.7
50000,0,0.21200000000000002,0.22,0.34,0.22,0.0,0.28
15000,0,0.10800000000000001,0.06,0.12,0.12,0.0,0.24
45000,0,0.152,0.2,0.14,0.14,0.0,0.28
10000,0,0.11600000000000002,0.08,0.22,0.2,0.02,0.06
35000,20,0.492,0.56,0.7,0.52,0.08,0.6
15000,20,0.4880000000000001,0.48,0.62,0.58,0.0,0.76
25000,20,0.42800000000000005,0.52,0.58,0.4,0.0,0.64
5000,20,0.392,0.38,0.5,0.42,0.0,0.66
10000,20,0.43599999999999994,0.46,0.54,0.46,0.02,0.7
40000,20,0.43600000000000005,0.6,0.6,0.4,0.0,0.58
30000,20,0.43600000000000005,0.44,0.64,0.52,0.0,0.58
45000,20,0.45600000000000007,0.58,0.52,0.48,0.0,0.7
50000,20,0.48,0.5,0.7,0.46,0.02,0.72
10000,50,0.4760000000000001,0.48,0.62,0.58,0.02,0.68
5000,50,0.45600000000000007,0.52,0.58,0.44,0.0,0.74
15000,50,0.43600000000000005,0.54,0.52,0.46,0.02,0.64
25000,50,0.496,0.54,0.7,0.48,0.04,0.72
50000,50,0.4800000000000001,0.54,0.56,0.5,0.0,0.8
30000,50,0.4,0.46,0.52,0.42,0.0,0.6
40000,50,0.48,0.7,0.62,0.42,0.0,0.66
35000,50,0.496,0.68,0.62,0.54,0.0,0.64
20000,50,0.45199999999999996,0.44,0.52,0.5,0.06,0.74
45000,50,0.43200000000000005,0.54,0.5,0.38,0.0,0.74
5000,100,0.484,0.66,0.64,0.5,0.02,0.6
10000,100,0.488,0.64,0.6,0.46,0.04,0.7
20000,100,0.4720000000000001,0.54,0.66,0.42,0.06,0.68
15000,100,0.40800000000000003,0.48,0.48,0.46,0.0,0.62
25000,100,0.45199999999999996,0.48,0.64,0.42,0.0,0.72
45000,100,0.40800000000000003,0.38,0.64,0.38,0.0,0.64
50000,100,0.484,0.56,0.7,0.42,0.02,0.72
35000,100,0.4960000000000001,0.56,0.58,0.56,0.04,0.74
30000,100,0.45999999999999996,0.5,0.58,0.42,0.02,0.78
40000,100,0.42000000000000004,0.68,0.44,0.34,0.0,0.64
10000,200,0.4880000000000001,0.5,0.66,0.58,0.0,0.7
5000,200,0.492,0.6,0.56,0.5,0.0,0.8
20000,200,0.44000000000000006,0.42,0.62,0.44,0.04,0.68
25000,200,0.504,0.54,0.76,0.46,0.02,0.74
15000,200,0.42799999999999994,0.46,0.56,0.4,0.0,0.72
35000,200,0.4720000000000001,0.52,0.68,0.48,0.08,0.6
30000,200,0.45999999999999996,0.5,0.62,0.48,0.0,0.7
50000,200,0.476,0.5,0.72,0.38,0.0,0.78
45000,200,0.5,0.62,0.68,0.5,0.0,0.7
40000,200,0.44800000000000006,0.64,0.6,0.36,0.0,0.64
