step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
50000,0,0.32,0.3,0.68,0.12,0.02,0.48
45000,0,0.32799999999999996,0.3,0.58,0.24,0.0,0.52
25000,0,0.288,0.4,0.5,0.1,0.02,0.42
30000,0,0.292,0.36,0.54,0.16,0.02,0.38
35000,0,0.296,0.38,0.54,0.04,0.02,0.5
40000,0,0.344,0.34,0.62,0.18,0.0,0.58
20000,0,0.296,0.42,0.56,0.08,0.04,0.38
5000,0,0.21200000000000002,0.48,0.26,0.04,0.08,0.2
10000,0,0.22400000000000003,0.36,0.4,0.1,0.04,0.22
5000,10,0.5800000000000001,0.52,0.7,0.74,0.14,0.8
15000,0,0.236,0.28,0.46,0.14,0.08,0.22
30000,10,0.588,0.52,0.76,0.74,0.08,0.84
25000,10,0.556,0.5,0.62,0.76,0.08,0.82
15000,10,0.596,0.66,0.58,0.78,0.08,0.88
10000,10,0.596,0.66,0.64,0.64,0.16,0.88
20000,10,0.564,0.48,0.7,0.66,0.1,0.88
30000,20,0.6359999999999999,0.82,0.64,0.72,0.12,0.88
35000,20,0.624,0.68,0.7,0.78,0.14,0.82
20000,20,0.624,0.6,0.88,0.58,0.14,0.92
15000,20,0.572,0.56,0.64,0.74,0.1,0.82
25000,20,0.608,0.7,0.72,0.76,0.08,0.78
45000,20,0.6159999999999999,0.68,0.78,0.72,0.06,0.84
40000,20,0.64,0.78,0.76,0.66,0.1,0.9
5000,20,0.6399999999999999,0.58,0.74,0.84,0.16,0.88
10000,20,0.6239999999999999,0.62,0.74,0.78,0.16,0.82
50000,20,0.68,0.78,0.8,0.78,0.18,0.86
25000,50,0.628,0.84,0.7,0.64,0.08,0.88
5000,50,0.648,0.76,0.72,0.76,0.14,0.86
15000,50,0.624,0.66,0.72,0.74,0.1,0.9
40000,50,0.6319999999999999,0.62,0.82,0.7,0.12,0.9
10000,50,0.636,0.7,0.8,0.7,0.12,0.86
35000,50,0.632,0.66,0.92,0.78,0.06,0.74
45000,50,0.628,0.68,0.74,0.7,0.18,0.84
30000,50,0.616,0.6,0.76,0.72,0.06,0.94
20000,50,0.6599999999999999,0.7,0.8,0.76,0.12,0.92
50000,50,0.66,0.78,0.86,0.68,0.16,0.82
5000,100,0.6280000000000001,0.74,0.78,0.72,0.1,0.8
10000,100,0.6519999999999999,0.6,0.8,0.78,0.16,0.92
25000,100,0.68,0.82,0.76,0.74,0.2,0.88
40000,100,0.6559999999999999,0.76,0.84,0.78,0.06,0.84
15000,100,0.6759999999999999,0.7,0.86,0.88,0.1,0.84
50000,100,0.6599999999999999,0.68,0.84,0.9,0.08,0.8
35000,100,0.6679999999999999,0.82,0.8,0.76,0.02,0.94
30000,100,0.6519999999999999,0.7,0.84,0.8,0.06,0.86
20000,100,0.6159999999999999,0.68,0.76,0.7,0.06,0.88
45000,100,0.616,0.6,0.82,0.68,0.08,0.9
15000,200,0.6799999999999999,0.74,0.76,0.84,0.12,0.94
30000,200,0.648,0.76,0.84,0.72,0.02,0.9
35000,200,0.6719999999999999,0.72,0.8,0.74,0.3,0.8
5000,200,0.648,0.74,0.76,0.78,0.12,0.84
45000,200,0.6399999999999999,0.72,0.82,0.72,0.12,0.82
25000,200,0.648,0.74,0.74,0.72,0.08,0.96
10000,200,0.6479999999999999,0.76,0.76,0.78,0.1,0.84
20000,200,0.616,0.76,0.84,0.62,0.06,0.8
50000,200,0.6359999999999999,0.7,0.7,0.86,0.04,0.88
40000,200,0.6359999999999999,0.74,0.78,0.74,0.08,0.84
45000,10,0.592,0.7,0.76,0.66,0.08,0.76
35000,10,0.592,0.74,0.64,0.64,0.14,0.8
50000,10,0.532,0.56,0.62,0.62,0.12,0.74
40000,10,0.556,0.56,0.64,0.7,0.16,0.72
