step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,0,0.43200000000000005,0.34,0.68,0.52,0.04,0.58
35000,0,0.43599999999999994,0.22,0.8,0.4,0.04,0.72
45000,0,0.42400000000000004,0.1,0.88,0.5,0.0,0.64
40000,0,0.45999999999999996,0.16,0.82,0.54,0.08,0.7
15000,0,0.404,0.18,0.72,0.42,0.02,0.68
20000,0,0.41200000000000003,0.16,0.84,0.48,0.02,0.56
50000,0,0.41200000000000003,0.06,0.74,0.42,0.04,0.8
30000,0,0.45199999999999996,0.24,0.82,0.46,0.0,0.74
25000,0,0.4640000000000001,0.12,0.8,0.62,0.0,0.78
10000,0,0.44800000000000006,0.14,0.78,0.46,0.1,0.76
25000,10,0.6479999999999999,0.66,0.88,0.76,0.04,0.9
10000,10,0.6599999999999999,0.66,0.86,0.82,0.1,0.86
35000,10,0.6399999999999999,0.6,0.82,0.76,0.12,0.9
20000,10,0.688,0.7,0.94,0.74,0.14,0.92
15000,10,0.6239999999999999,0.62,0.84,0.72,0.08,0.86
30000,10,0.6,0.5,0.8,0.7,0.12,0.88
45000,10,0.62,0.68,0.8,0.62,0.1,0.9
40000,10,0.6,0.52,0.86,0.72,0.1,0.8
5000,10,0.62,0.66,0.84,0.66,0.08,0.86
50000,10,0.6439999999999999,0.6,0.78,0.76,0.12,0.96
45000,20,0.712,0.82,0.78,0.82,0.18,0.96
25000,20,0.6839999999999999,0.76,0.88,0.74,0.1,0.94
10000,20,0.704,0.78,0.92,0.86,0.06,0.9
20000,20,0.656,0.7,0.92,0.62,0.14,0.9
15000,20,0.66,0.74,0.88,0.66,0.14,0.88
5000,20,0.672,0.72,0.86,0.64,0.2,0.94
30000,20,0.66,0.74,0.8,0.64,0.16,0.96
40000,20,0.7000000000000001,0.78,0.88,0.78,0.22,0.84
35000,20,0.6839999999999999,0.76,0.88,0.7,0.2,0.88
50000,20,0.704,0.8,0.9,0.76,0.16,0.9
5000,50,0.6679999999999999,0.78,0.74,0.7,0.22,0.9
10000,50,0.6759999999999999,0.86,0.92,0.66,0.08,0.86
20000,50,0.716,0.8,0.9,0.8,0.18,0.9
25000,50,0.656,0.7,0.86,0.64,0.18,0.9
30000,50,0.6920000000000001,0.82,0.78,0.76,0.2,0.9
15000,50,0.6799999999999999,0.82,0.74,0.86,0.16,0.82
50000,50,0.724,0.82,0.88,0.78,0.2,0.94
45000,50,0.7,0.86,0.82,0.76,0.1,0.96
35000,50,0.72,0.86,0.82,0.88,0.16,0.88
40000,50,0.6799999999999999,0.82,0.92,0.68,0.08,0.9
15000,100,0.708,0.8,0.86,0.82,0.14,0.92
40000,100,0.704,0.82,0.86,0.76,0.12,0.96
30000,100,0.6880000000000001,0.82,0.9,0.8,0.12,0.8
25000,100,0.704,0.78,0.76,0.84,0.2,0.94
50000,100,0.724,0.76,0.92,0.82,0.24,0.88
20000,100,0.688,0.82,0.84,0.7,0.22,0.86
35000,100,0.7,0.9,0.84,0.66,0.22,0.88
45000,100,0.6759999999999999,0.84,0.86,0.72,0.14,0.82
5000,100,0.716,0.86,0.88,0.86,0.14,0.84
10000,100,0.7000000000000001,0.8,0.86,0.78,0.12,0.94
50000,200,0.716,0.84,0.86,0.78,0.22,0.88
45000,200,0.676,0.66,0.94,0.68,0.18,0.92
35000,200,0.724,0.86,0.9,0.66,0.28,0.92
30000,200,0.6639999999999999,0.76,0.68,0.82,0.2,0.86
25000,200,0.7,0.88,0.92,0.68,0.12,0.9
20000,200,0.656,0.68,0.78,0.64,0.18,1.0
40000,200,0.704,0.84,0.78,0.86,0.18,0.86
15000,200,0.736,0.88,0.98,0.74,0.14,0.94
10000,200,0.696,0.8,0.8,0.74,0.18,0.96
5000,200,0.652,0.8,0.8,0.68,0.1,0.88
