step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
10000,0,0.35200000000000004,0.14,0.38,0.62,0.3,0.32
15000,0,0.312,0.34,0.26,0.48,0.2,0.28
5000,0,0.304,0.22,0.24,0.48,0.28,0.3
20000,0,0.356,0.24,0.36,0.68,0.2,0.3
25000,0,0.32399999999999995,0.34,0.38,0.54,0.16,0.2
30000,0,0.28800000000000003,0.1,0.4,0.36,0.28,0.3
50000,0,0.32,0.24,0.38,0.52,0.16,0.3
5000,10,0.6719999999999999,0.72,0.78,0.68,0.32,0.86
35000,0,0.29600000000000004,0.18,0.38,0.5,0.12,0.3
40000,0,0.24,0.14,0.28,0.4,0.18,0.2
45000,0,0.3,0.18,0.32,0.46,0.14,0.4
15000,10,0.6960000000000001,0.8,0.76,0.72,0.4,0.8
50000,10,0.684,0.8,0.78,0.68,0.26,0.9
30000,10,0.6399999999999999,0.66,0.64,0.66,0.3,0.94
25000,10,0.6719999999999999,0.74,0.84,0.64,0.3,0.84
20000,10,0.656,0.68,0.78,0.68,0.26,0.88
10000,10,0.616,0.64,0.78,0.6,0.28,0.78
35000,10,0.6439999999999999,0.68,0.68,0.7,0.32,0.84
45000,10,0.636,0.76,0.8,0.64,0.14,0.84
40000,10,0.688,0.86,0.88,0.58,0.24,0.88
30000,20,0.732,0.82,0.92,0.7,0.36,0.86
20000,20,0.696,0.76,0.74,0.7,0.32,0.96
5000,20,0.6839999999999999,0.72,0.78,0.72,0.2,1.0
10000,20,0.6839999999999999,0.8,0.8,0.7,0.32,0.8
25000,20,0.7120000000000001,0.82,0.76,0.74,0.28,0.96
15000,20,0.732,0.78,0.84,0.82,0.42,0.8
35000,20,0.724,0.92,0.72,0.72,0.38,0.88
50000,20,0.776,0.88,0.9,0.72,0.42,0.96
45000,20,0.696,0.72,0.86,0.6,0.36,0.94
40000,20,0.688,0.74,0.76,0.64,0.34,0.96
20000,50,0.712,0.78,0.76,0.7,0.34,0.98
15000,50,0.732,0.76,0.84,0.72,0.46,0.88
10000,50,0.708,0.88,0.74,0.76,0.34,0.82
35000,50,0.66,0.8,0.78,0.54,0.28,0.9
45000,50,0.744,0.94,0.84,0.64,0.36,0.94
25000,50,0.712,0.9,0.7,0.7,0.42,0.84
50000,50,0.716,0.88,0.88,0.7,0.3,0.82
30000,50,0.712,0.76,0.78,0.78,0.36,0.88
40000,50,0.716,0.82,0.86,0.62,0.38,0.9
5000,50,0.708,0.72,0.86,0.64,0.4,0.92
5000,100,0.752,0.8,0.86,0.78,0.44,0.88
25000,100,0.748,0.8,0.86,0.8,0.38,0.9
35000,100,0.72,0.74,0.72,0.8,0.4,0.94
20000,100,0.704,0.96,0.82,0.7,0.24,0.8
15000,100,0.744,0.86,0.86,0.76,0.36,0.88
45000,100,0.7719999999999999,0.94,0.94,0.76,0.36,0.86
30000,100,0.732,0.82,0.82,0.68,0.42,0.92
50000,100,0.728,0.86,0.8,0.7,0.34,0.94
10000,100,0.656,0.82,0.7,0.72,0.24,0.8
40000,100,0.6639999999999999,0.76,0.76,0.68,0.26,0.86
45000,200,0.724,0.82,0.9,0.74,0.26,0.9
15000,200,0.728,0.9,0.82,0.64,0.34,0.94
40000,200,0.708,0.88,0.86,0.64,0.22,0.94
10000,200,0.764,0.84,0.94,0.8,0.36,0.88
5000,200,0.732,0.86,0.86,0.7,0.3,0.94
35000,200,0.728,0.82,0.78,0.68,0.44,0.92
50000,200,0.716,0.9,0.86,0.62,0.32,0.88
25000,200,0.692,0.82,0.74,0.56,0.48,0.86
20000,200,0.728,0.86,0.86,0.74,0.34,0.84
30000,200,0.724,0.86,0.8,0.72,0.32,0.92
