step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
15000,10,0.372,0.36,0.32,0.58,0.02,0.58
20000,10,0.4720000000000001,0.56,0.56,0.48,0.0,0.76
25000,10,0.43200000000000005,0.54,0.54,0.32,0.0,0.76
30000,10,0.41999999999999993,0.44,0.44,0.52,0.0,0.7
40000,10,0.41200000000000003,0.44,0.42,0.52,0.0,0.68
10000,0,0.07999999999999999,0.14,0.1,0.12,0.0,0.04
5000,0,0.088,0.04,0.0,0.14,0.02,0.24
35000,10,0.508,0.58,0.58,0.6,0.0,0.78
50000,10,0.45999999999999996,0.52,0.58,0.48,0.0,0.72
25000,0,0.036,0.0,0.0,0.08,0.0,0.1
5000,10,0.38000000000000006,0.38,0.44,0.4,0.04,0.64
15000,0,0.072,0.12,0.0,0.18,0.02,0.04
20000,0,0.06000000000000001,0.1,0.02,0.1,0.0,0.08
10000,20,0.4720000000000001,0.52,0.58,0.5,0.02,0.74
10000,10,0.388,0.3,0.52,0.52,0.04,0.56
45000,10,0.42800000000000005,0.42,0.56,0.56,0.0,0.6
30000,0,0.048,0.02,0.04,0.06,0.0,0.12
25000,20,0.516,0.64,0.62,0.52,0.0,0.8
35000,0,0.092,0.14,0.18,0.04,0.0,0.1
45000,0,0.016,0.04,0.0,0.0,0.0,0.04
5000,20,0.4,0.42,0.44,0.4,0.0,0.74
15000,20,0.41200000000000003,0.36,0.38,0.52,0.04,0.76
50000,0,0.032,0.04,0.02,0.02,0.0,0.08
20000,20,0.404,0.5,0.54,0.42,0.0,0.56
50000,20,0.512,0.64,0.66,0.52,0.0,0.74
40000,0,0.02,0.0,0.02,0.0,0.0,0.08
35000,20,0.41999999999999993,0.52,0.44,0.4,0.0,0.74
45000,20,0.4600000000000001,0.5,0.6,0.52,0.0,0.68
30000,20,0.396,0.44,0.54,0.3,0.0,0.7
40000,20,0.41999999999999993,0.5,0.54,0.36,0.0,0.7
20000,50,0.532,0.46,0.84,0.48,0.0,0.88
25000,50,0.4680000000000001,0.6,0.56,0.52,0.0,0.66
15000,50,0.43600000000000005,0.48,0.48,0.56,0.02,0.64
5000,50,0.40800000000000003,0.5,0.38,0.44,0.04,0.68
40000,50,0.492,0.6,0.56,0.5,0.0,0.8
35000,50,0.496,0.6,0.72,0.52,0.0,0.64
10000,50,0.43599999999999994,0.62,0.36,0.48,0.02,0.7
30000,50,0.5,0.62,0.48,0.6,0.04,0.76
50000,50,0.532,0.56,0.68,0.6,0.0,0.82
45000,50,0.476,0.62,0.56,0.44,0.0,0.76
20000,100,0.548,0.76,0.74,0.56,0.0,0.68
25000,100,0.492,0.66,0.58,0.44,0.0,0.78
5000,100,0.44800000000000006,0.54,0.46,0.5,0.06,0.68
10000,100,0.46799999999999997,0.52,0.56,0.5,0.0,0.76
40000,100,0.508,0.52,0.66,0.52,0.0,0.84
50000,100,0.524,0.6,0.76,0.34,0.02,0.9
35000,100,0.4880000000000001,0.6,0.54,0.56,0.0,0.74
30000,100,0.4640000000000001,0.58,0.44,0.56,0.0,0.74
15000,100,0.4600000000000001,0.48,0.5,0.58,0.06,0.68
45000,100,0.4680000000000001,0.44,0.68,0.54,0.0,0.68
25000,200,0.492,0.64,0.58,0.5,0.0,0.74
45000,200,0.484,0.42,0.72,0.48,0.02,0.78
40000,200,0.5,0.64,0.52,0.56,0.0,0.78
20000,200,0.4640000000000001,0.6,0.48,0.46,0.0,0.78
5000,200,0.41600000000000004,0.48,0.5,0.4,0.02,0.68
10000,200,0.43600000000000005,0.54,0.48,0.52,0.0,0.64
35000,200,0.532,0.64,0.58,0.62,0.04,0.78
30000,200,0.484,0.6,0.6,0.5,0.0,0.72
15000,200,0.43599999999999994,0.42,0.46,0.5,0.04,0.76
50000,200,0.492,0.54,0.66,0.46,0.0,0.8
