step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,10,0.376,0.46,0.32,0.48,0.02,0.6
5000,0,0.048,0.04,0.02,0.12,0.0,0.06
40000,10,0.4960000000000001,0.46,0.66,0.58,0.0,0.78
20000,10,0.45600000000000007,0.68,0.54,0.44,0.0,0.62
25000,10,0.46799999999999997,0.4,0.62,0.6,0.0,0.72
35000,0,0.10400000000000001,0.06,0.12,0.2,0.0,0.14
30000,10,0.38,0.44,0.42,0.52,0.04,0.48
10000,10,0.396,0.62,0.46,0.34,0.02,0.54
30000,0,0.092,0.06,0.04,0.22,0.02,0.12
45000,10,0.484,0.56,0.54,0.54,0.06,0.72
15000,0,0.024,0.02,0.0,0.08,0.0,0.02
50000,10,0.5200000000000001,0.56,0.68,0.66,0.0,0.7
10000,0,0.052000000000000005,0.02,0.06,0.0,0.0,0.18
35000,10,0.42799999999999994,0.38,0.44,0.58,0.02,0.72
15000,10,0.392,0.42,0.5,0.44,0.02,0.58
20000,0,0.06000000000000001,0.04,0.04,0.12,0.0,0.1
25000,0,0.024,0.06,0.0,0.0,0.0,0.06
40000,0,0.024,0.0,0.04,0.02,0.0,0.06
5000,20,0.4680000000000001,0.58,0.56,0.58,0.02,0.6
45000,0,0.05600000000000001,0.02,0.08,0.1,0.0,0.08
50000,0,0.04,0.02,0.0,0.04,0.0,0.14
15000,20,0.45199999999999996,0.52,0.46,0.58,0.0,0.7
10000,20,0.42000000000000004,0.46,0.58,0.38,0.0,0.68
20000,20,0.45199999999999996,0.54,0.52,0.44,0.04,0.72
25000,20,0.4960000000000001,0.6,0.5,0.68,0.02,0.68
30000,20,0.41200000000000003,0.44,0.5,0.48,0.02,0.62
40000,20,0.45600000000000007,0.5,0.58,0.56,0.0,0.64
45000,20,0.5439999999999999,0.66,0.58,0.64,0.04,0.8
35000,20,0.4880000000000001,0.5,0.48,0.68,0.02,0.76
50000,20,0.44800000000000006,0.52,0.64,0.38,0.02,0.68
5000,50,0.508,0.64,0.54,0.58,0.08,0.7
10000,50,0.44000000000000006,0.42,0.54,0.54,0.0,0.7
35000,50,0.516,0.62,0.72,0.58,0.02,0.64
40000,50,0.54,0.6,0.76,0.64,0.02,0.68
15000,50,0.4880000000000001,0.64,0.52,0.54,0.0,0.74
20000,50,0.516,0.68,0.62,0.56,0.02,0.7
30000,50,0.524,0.62,0.62,0.52,0.1,0.76
25000,50,0.42799999999999994,0.5,0.4,0.54,0.0,0.7
45000,50,0.512,0.58,0.72,0.56,0.02,0.68
50000,50,0.488,0.64,0.62,0.44,0.02,0.72
10000,100,0.48,0.6,0.58,0.48,0.0,0.74
5000,100,0.4600000000000001,0.54,0.44,0.58,0.1,0.64
15000,100,0.504,0.58,0.6,0.56,0.04,0.74
20000,100,0.4720000000000001,0.56,0.56,0.54,0.0,0.7
25000,100,0.492,0.62,0.6,0.54,0.02,0.68
30000,100,0.4800000000000001,0.58,0.56,0.62,0.04,0.6
40000,100,0.544,0.74,0.7,0.62,0.02,0.64
35000,100,0.484,0.48,0.58,0.56,0.02,0.78
45000,100,0.5279999999999999,0.64,0.7,0.58,0.0,0.72
50000,100,0.492,0.56,0.66,0.48,0.02,0.74
25000,200,0.5279999999999999,0.6,0.66,0.58,0.0,0.8
5000,200,0.4640000000000001,0.54,0.62,0.6,0.02,0.54
20000,200,0.556,0.68,0.66,0.68,0.04,0.72
10000,200,0.5040000000000001,0.68,0.54,0.54,0.04,0.72
15000,200,0.5,0.66,0.5,0.56,0.02,0.76
30000,200,0.44800000000000006,0.36,0.44,0.6,0.06,0.78
35000,200,0.4960000000000001,0.44,0.56,0.68,0.04,0.76
40000,200,0.5199999999999999,0.6,0.66,0.62,0.0,0.72
45000,200,0.5280000000000001,0.56,0.68,0.6,0.06,0.74
50000,200,0.5519999999999999,0.68,0.66,0.64,0.02,0.76
