step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
25000,0,0.32,0.3,0.7,0.06,0.0,0.54
15000,0,0.4,0.32,0.82,0.18,0.0,0.68
10000,0,0.38,0.46,0.7,0.1,0.0,0.64
40000,0,0.23199999999999998,0.1,0.24,0.04,0.02,0.76
50000,0,0.21600000000000003,0.02,0.2,0.06,0.0,0.8
35000,0,0.296,0.2,0.6,0.08,0.0,0.6
30000,0,0.24000000000000005,0.06,0.56,0.1,0.0,0.48
20000,0,0.35600000000000004,0.38,0.54,0.18,0.0,0.68
25000,10,0.576,0.66,0.62,0.64,0.1,0.86
45000,0,0.196,0.06,0.32,0.02,0.02,0.56
5000,0,0.292,0.32,0.6,0.14,0.0,0.4
5000,10,0.596,0.6,0.6,0.78,0.14,0.86
15000,10,0.62,0.66,0.72,0.7,0.1,0.92
15000,20,0.6759999999999999,0.8,0.74,0.82,0.08,0.94
45000,10,0.6,0.66,0.68,0.68,0.04,0.94
50000,10,0.5519999999999999,0.58,0.6,0.64,0.1,0.84
10000,10,0.628,0.68,0.76,0.68,0.1,0.92
35000,10,0.592,0.72,0.7,0.56,0.04,0.94
40000,10,0.564,0.66,0.6,0.62,0.04,0.9
20000,10,0.5519999999999999,0.58,0.62,0.66,0.02,0.88
30000,10,0.588,0.56,0.72,0.72,0.02,0.92
20000,20,0.6559999999999999,0.74,0.66,0.86,0.1,0.92
5000,20,0.62,0.58,0.72,0.74,0.14,0.92
10000,20,0.664,0.76,0.82,0.74,0.06,0.94
35000,20,0.628,0.68,0.78,0.62,0.14,0.92
50000,20,0.668,0.82,0.68,0.68,0.2,0.96
45000,20,0.624,0.78,0.72,0.6,0.1,0.92
40000,20,0.644,0.74,0.64,0.78,0.08,0.98
30000,20,0.616,0.74,0.64,0.7,0.06,0.94
25000,20,0.616,0.76,0.7,0.64,0.02,0.96
15000,50,0.7,0.84,0.82,0.82,0.08,0.94
10000,50,0.6719999999999999,0.82,0.84,0.72,0.1,0.88
5000,50,0.64,0.74,0.7,0.76,0.14,0.86
20000,50,0.6759999999999999,0.84,0.82,0.72,0.06,0.94
45000,50,0.636,0.68,0.74,0.7,0.14,0.92
35000,50,0.6439999999999999,0.74,0.7,0.78,0.06,0.94
25000,50,0.6519999999999999,0.82,0.74,0.7,0.08,0.92
50000,50,0.64,0.76,0.74,0.7,0.06,0.94
40000,50,0.632,0.7,0.8,0.7,0.06,0.9
30000,50,0.588,0.58,0.66,0.62,0.14,0.94
15000,100,0.692,0.92,0.78,0.72,0.14,0.9
5000,100,0.676,0.78,0.92,0.74,0.1,0.84
40000,100,0.66,0.76,0.8,0.62,0.14,0.98
20000,100,0.628,0.82,0.56,0.78,0.06,0.92
45000,100,0.612,0.66,0.72,0.64,0.1,0.94
35000,100,0.628,0.74,0.76,0.64,0.1,0.9
10000,100,0.7,0.82,0.86,0.78,0.1,0.94
25000,100,0.604,0.62,0.74,0.68,0.08,0.9
30000,100,0.604,0.68,0.82,0.64,0.02,0.86
50000,100,0.616,0.72,0.7,0.66,0.08,0.92
30000,200,0.68,0.76,0.86,0.7,0.16,0.92
35000,200,0.668,0.82,0.8,0.7,0.08,0.94
10000,200,0.652,0.74,0.78,0.76,0.12,0.86
5000,200,0.6719999999999999,0.78,0.84,0.76,0.12,0.86
15000,200,0.66,0.68,0.88,0.68,0.14,0.92
50000,200,0.636,0.72,0.74,0.7,0.1,0.92
25000,200,0.652,0.84,0.78,0.64,0.04,0.96
40000,200,0.6519999999999999,0.8,0.66,0.84,0.06,0.9
20000,200,0.648,0.78,0.72,0.78,0.1,0.86
45000,200,0.592,0.76,0.62,0.58,0.12,0.88
