step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
35000,0,0.42800000000000005,0.64,0.8,0.34,0.02,0.34
15000,10,0.6839999999999999,0.82,0.82,0.6,0.34,0.84
40000,0,0.36,0.44,0.72,0.34,0.0,0.3
5000,0,0.272,0.2,0.3,0.36,0.04,0.46
10000,0,0.292,0.18,0.36,0.44,0.16,0.32
25000,0,0.392,0.54,0.76,0.22,0.02,0.42
5000,10,0.6319999999999999,0.56,0.74,0.72,0.3,0.84
30000,0,0.364,0.42,0.72,0.26,0.02,0.4
45000,0,0.324,0.38,0.68,0.32,0.0,0.24
50000,0,0.304,0.32,0.74,0.26,0.0,0.2
15000,0,0.26,0.14,0.26,0.32,0.14,0.44
20000,0,0.336,0.18,0.64,0.34,0.06,0.46
10000,10,0.6359999999999999,0.8,0.66,0.54,0.38,0.8
30000,10,0.6559999999999999,0.84,0.56,0.7,0.26,0.92
20000,10,0.6799999999999999,0.88,0.72,0.62,0.28,0.9
35000,10,0.6799999999999999,0.88,0.6,0.62,0.4,0.9
45000,10,0.6279999999999999,0.86,0.58,0.52,0.34,0.84
25000,10,0.696,0.82,0.8,0.66,0.34,0.86
40000,10,0.596,0.8,0.58,0.48,0.2,0.92
50000,10,0.6199999999999999,0.86,0.5,0.52,0.32,0.9
20000,20,0.72,0.84,0.74,0.66,0.48,0.88
25000,20,0.6920000000000001,0.88,0.78,0.7,0.24,0.86
10000,20,0.708,0.84,0.8,0.64,0.32,0.94
15000,20,0.732,0.82,0.86,0.72,0.32,0.94
40000,20,0.6920000000000001,0.9,0.78,0.66,0.26,0.86
45000,20,0.66,0.82,0.62,0.76,0.24,0.86
5000,20,0.712,0.76,0.78,0.74,0.38,0.9
35000,20,0.62,0.84,0.64,0.56,0.16,0.9
30000,20,0.636,0.84,0.66,0.56,0.2,0.92
50000,20,0.676,0.86,0.76,0.56,0.26,0.94
45000,50,0.68,0.8,0.78,0.66,0.28,0.88
20000,50,0.736,0.92,0.84,0.72,0.36,0.84
50000,50,0.748,0.86,0.82,0.8,0.38,0.88
35000,50,0.652,0.92,0.72,0.54,0.2,0.88
5000,50,0.7000000000000001,0.86,0.74,0.72,0.28,0.9
15000,50,0.696,0.84,0.72,0.74,0.24,0.94
10000,50,0.736,0.86,0.74,0.76,0.44,0.88
25000,50,0.724,0.84,0.82,0.64,0.38,0.94
40000,50,0.632,0.78,0.7,0.6,0.24,0.84
30000,50,0.6719999999999999,0.94,0.68,0.6,0.28,0.86
25000,100,0.74,0.92,0.82,0.7,0.4,0.86
5000,100,0.748,0.82,0.84,0.68,0.44,0.96
30000,100,0.708,0.86,0.86,0.7,0.22,0.9
10000,100,0.716,0.86,0.8,0.72,0.3,0.9
40000,100,0.676,0.92,0.72,0.66,0.18,0.9
50000,100,0.672,0.92,0.72,0.64,0.28,0.8
20000,100,0.716,0.88,0.72,0.68,0.32,0.98
15000,100,0.716,0.88,0.72,0.7,0.34,0.94
45000,100,0.72,0.92,0.72,0.7,0.36,0.9
35000,100,0.684,0.9,0.68,0.74,0.22,0.88
5000,200,0.732,0.84,0.84,0.74,0.38,0.86
25000,200,0.704,0.92,0.8,0.58,0.34,0.88
20000,200,0.724,0.86,0.84,0.62,0.42,0.88
50000,200,0.62,0.84,0.58,0.62,0.16,0.9
40000,200,0.688,0.88,0.8,0.62,0.28,0.86
35000,200,0.7,0.92,0.9,0.58,0.26,0.84
15000,200,0.744,0.82,0.88,0.78,0.32,0.92
45000,200,0.716,0.94,0.8,0.64,0.32,0.88
10000,200,0.704,0.86,0.78,0.68,0.34,0.86
30000,200,0.712,0.9,0.86,0.54,0.34,0.92
