step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,0,0.188,0.36,0.06,0.34,0.02,0.16
10000,0,0.21200000000000002,0.26,0.14,0.38,0.04,0.24
5000,10,0.004,0.0,0.0,0.02,0.0,0.0
10000,10,0.0,0.0,0.0,0.0,0.0,0.0
5000,20,0.0,0.0,0.0,0.0,0.0,0.0
10000,20,0.0,0.0,0.0,0.0,0.0,0.0
5000,50,0.012,0.0,0.02,0.04,0.0,0.0
10000,50,0.048,0.02,0.08,0.08,0.0,0.06
5000,100,0.032,0.0,0.0,0.08,0.0,0.08
10000,100,0.028000000000000004,0.0,0.0,0.02,0.02,0.1
10000,200,0.04,0.0,0.02,0.02,0.0,0.16
5000,200,0.016,0.0,0.02,0.02,0.0,0.04
