step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
50000,0,0.46799999999999997,0.22,0.84,0.54,0.02,0.72
20000,0,0.45600000000000007,0.18,0.92,0.54,0.0,0.64
40000,0,0.42799999999999994,0.12,0.74,0.52,0.0,0.76
35000,0,0.40800000000000003,0.08,0.84,0.46,0.04,0.62
45000,0,0.45199999999999996,0.12,0.84,0.48,0.02,0.8
25000,0,0.45600000000000007,0.16,0.86,0.5,0.02,0.74
10000,0,0.41600000000000004,0.2,0.72,0.54,0.02,0.6
15000,0,0.45600000000000007,0.22,0.82,0.52,0.02,0.7
30000,0,0.4119999999999999,0.18,0.72,0.38,0.0,0.78
5000,0,0.42400000000000004,0.3,0.7,0.54,0.06,0.52
5000,10,0.6479999999999999,0.68,0.82,0.72,0.14,0.88
10000,10,0.6559999999999999,0.7,0.88,0.72,0.08,0.9
50000,10,0.6799999999999999,0.62,0.92,0.8,0.14,0.92
20000,10,0.628,0.56,0.84,0.76,0.06,0.92
45000,10,0.668,0.68,0.82,0.7,0.16,0.98
15000,10,0.632,0.58,0.86,0.68,0.18,0.86
25000,10,0.6439999999999999,0.68,0.78,0.8,0.06,0.9
40000,10,0.652,0.66,0.82,0.8,0.06,0.92
35000,10,0.636,0.52,0.84,0.76,0.12,0.94
30000,10,0.632,0.62,0.9,0.68,0.06,0.9
20000,20,0.6719999999999999,0.7,0.8,0.84,0.14,0.88
45000,20,0.7240000000000001,0.8,0.9,0.78,0.24,0.9
10000,20,0.692,0.76,0.98,0.68,0.1,0.94
5000,20,0.68,0.78,0.82,0.72,0.14,0.94
30000,20,0.688,0.72,0.88,0.78,0.14,0.92
25000,20,0.696,0.74,0.86,0.78,0.14,0.96
15000,20,0.6920000000000001,0.72,0.8,0.8,0.18,0.96
40000,20,0.6880000000000001,0.8,0.86,0.6,0.22,0.96
35000,20,0.696,0.66,0.88,0.86,0.16,0.92
50000,20,0.6559999999999999,0.68,0.88,0.7,0.12,0.9
45000,50,0.6839999999999999,0.86,0.86,0.66,0.06,0.98
40000,50,0.7,0.9,0.86,0.7,0.14,0.9
25000,50,0.692,0.8,0.82,0.72,0.2,0.92
20000,50,0.6759999999999999,0.76,0.88,0.74,0.08,0.92
35000,50,0.692,0.8,0.84,0.78,0.1,0.94
50000,50,0.6839999999999999,0.88,0.8,0.74,0.08,0.92
15000,50,0.692,0.76,0.82,0.84,0.18,0.86
10000,50,0.6799999999999999,0.82,0.9,0.68,0.14,0.86
30000,50,0.6839999999999999,0.84,0.88,0.7,0.06,0.94
5000,50,0.712,0.88,0.96,0.76,0.08,0.88
10000,100,0.7,0.84,0.9,0.74,0.1,0.92
15000,100,0.7,0.82,0.84,0.76,0.16,0.92
20000,100,0.672,0.74,0.88,0.74,0.12,0.88
5000,100,0.704,0.82,0.9,0.78,0.14,0.88
25000,100,0.6639999999999999,0.74,0.82,0.74,0.12,0.9
30000,100,0.748,0.84,0.8,0.78,0.42,0.9
50000,100,0.7,0.82,0.88,0.72,0.14,0.94
40000,100,0.72,0.88,0.9,0.76,0.1,0.96
45000,100,0.724,0.84,0.84,0.84,0.18,0.92
35000,100,0.732,0.88,0.9,0.68,0.22,0.98
50000,200,0.712,0.84,0.9,0.68,0.18,0.96
25000,200,0.6839999999999999,0.86,0.88,0.74,0.02,0.92
5000,200,0.732,0.84,0.78,0.86,0.26,0.92
45000,200,0.708,0.86,0.86,0.76,0.14,0.92
10000,200,0.692,0.8,0.84,0.82,0.04,0.96
15000,200,0.648,0.86,0.86,0.56,0.1,0.86
20000,200,0.704,0.78,0.84,0.68,0.24,0.98
30000,200,0.7000000000000001,0.92,0.8,0.72,0.1,0.96
35000,200,0.6439999999999999,0.72,0.82,0.76,0.04,0.88
40000,200,0.6759999999999999,0.74,0.82,0.74,0.14,0.94
