step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
25000,0,0.492,0.9,0.56,0.02,0.0,0.98
5000,0,0.34400000000000003,0.72,0.16,0.18,0.0,0.66
10000,0,0.348,0.2,0.3,0.36,0.0,0.88
40000,10,0.552,0.84,0.66,0.32,0.04,0.9
45000,0,0.41600000000000004,0.68,0.1,0.54,0.02,0.74
40000,0,0.316,0.62,0.0,0.34,0.0,0.62
20000,0,0.36,0.58,0.02,0.32,0.0,0.88
30000,0,0.23200000000000004,0.08,0.0,0.2,0.0,0.88
15000,0,0.244,0.22,0.0,0.02,0.0,0.98
10000,10,0.58,0.9,0.64,0.32,0.14,0.9
50000,0,0.304,0.24,0.38,0.06,0.0,0.84
15000,10,0.512,0.86,0.42,0.32,0.0,0.96
25000,10,0.524,0.82,0.48,0.26,0.08,0.98
35000,0,0.22400000000000003,0.14,0.04,0.34,0.0,0.6
5000,10,0.548,0.76,0.64,0.32,0.02,1.0
20000,10,0.5599999999999999,0.66,0.74,0.4,0.02,0.98
30000,10,0.52,0.56,0.62,0.32,0.14,0.96
50000,10,0.556,0.68,0.78,0.28,0.08,0.96
45000,10,0.5,0.4,0.8,0.38,0.04,0.88
35000,10,0.4720000000000001,0.48,0.66,0.22,0.06,0.94
25000,20,0.488,0.66,0.4,0.38,0.0,1.0
20000,20,0.656,0.9,0.76,0.6,0.04,0.98
15000,20,0.568,0.94,0.54,0.42,0.02,0.92
10000,20,0.568,0.6,0.68,0.46,0.16,0.94
40000,20,0.576,0.84,0.72,0.38,0.0,0.94
35000,20,0.512,0.64,0.62,0.28,0.06,0.96
30000,20,0.5,0.52,0.5,0.48,0.08,0.92
45000,20,0.5359999999999999,0.48,0.78,0.42,0.0,1.0
50000,20,0.5599999999999999,0.68,0.78,0.38,0.0,0.96
10000,50,0.628,0.86,0.56,0.64,0.1,0.98
15000,50,0.568,0.84,0.52,0.52,0.0,0.96
40000,50,0.708,0.96,0.88,0.68,0.04,0.98
35000,50,0.632,0.84,0.76,0.58,0.02,0.96
50000,50,0.708,0.86,0.82,0.78,0.1,0.98
30000,50,0.6,0.72,0.64,0.58,0.06,1.0
25000,50,0.604,0.88,0.58,0.64,0.02,0.9
30000,100,0.6639999999999999,0.84,0.72,0.74,0.06,0.96
35000,100,0.628,0.84,0.74,0.58,0.06,0.92
50000,100,0.64,0.92,0.8,0.48,0.04,0.96
20000,200,0.708,0.96,0.82,0.84,0.0,0.92
45000,200,0.652,0.9,0.86,0.52,0.0,0.98
35000,200,0.6559999999999999,0.88,0.82,0.6,0.04,0.94
30000,200,0.684,0.9,0.78,0.76,0.0,0.98
5000,20,0.624,0.84,0.72,0.6,0.06,0.9
5000,50,0.652,0.9,0.6,0.7,0.1,0.96
20000,50,0.656,0.9,0.7,0.72,0.0,0.96
45000,50,0.548,0.7,0.78,0.34,0.0,0.92
5000,100,0.652,0.86,0.7,0.66,0.04,1.0
20000,100,0.664,0.84,0.74,0.78,0.0,0.96
10000,100,0.6559999999999999,0.8,0.66,0.72,0.1,1.0
15000,100,0.612,0.84,0.6,0.62,0.02,0.98
40000,100,0.644,0.88,0.72,0.66,0.0,0.96
25000,100,0.6479999999999999,0.96,0.56,0.7,0.04,0.98
45000,100,0.624,0.82,0.9,0.38,0.08,0.94
40000,200,0.704,0.84,0.78,0.8,0.12,0.98
50000,200,0.704,0.94,0.82,0.74,0.06,0.96
10000,200,0.652,0.8,0.78,0.62,0.08,0.98
25000,200,0.628,0.9,0.74,0.52,0.0,0.98
5000,200,0.6719999999999999,0.94,0.8,0.6,0.04,0.98
15000,200,0.628,0.86,0.58,0.68,0.02,1.0
