step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
25000,0,0.372,0.44,0.82,0.16,0.0,0.44
30000,0,0.308,0.22,0.52,0.04,0.0,0.76
20000,0,0.33199999999999996,0.06,0.68,0.1,0.0,0.82
10000,0,0.21200000000000002,0.44,0.34,0.06,0.0,0.22
5000,0,0.0,0.0,0.0,0.0,0.0,0.0
40000,0,0.256,0.56,0.2,0.42,0.0,0.1
45000,0,0.43200000000000005,0.84,0.34,0.56,0.0,0.42
50000,0,0.16,0.04,0.1,0.5,0.0,0.16
50000,20,0.668,0.78,0.86,0.62,0.16,0.92
35000,0,0.23600000000000004,0.78,0.0,0.32,0.0,0.08
45000,10,0.5599999999999999,0.52,0.9,0.34,0.08,0.96
45000,20,0.552,0.44,0.82,0.4,0.14,0.96
10000,20,0.652,0.84,0.76,0.48,0.28,0.9
20000,20,0.6799999999999999,0.9,0.6,0.58,0.38,0.94
40000,20,0.592,0.9,0.44,0.58,0.14,0.9
5000,20,0.604,0.88,0.64,0.56,0.06,0.88
15000,0,0.20800000000000002,0.02,0.4,0.0,0.0,0.62
30000,10,0.516,0.9,0.38,0.36,0.0,0.94
35000,20,0.6479999999999999,0.96,0.44,0.66,0.24,0.94
15000,10,0.58,0.66,0.82,0.42,0.0,1.0
30000,20,0.512,0.88,0.3,0.5,0.02,0.86
5000,10,0.572,0.9,0.66,0.4,0.0,0.9
25000,10,0.488,0.76,0.46,0.24,0.06,0.92
20000,10,0.6399999999999999,0.88,0.6,0.48,0.32,0.92
50000,10,0.5680000000000001,0.54,0.56,0.56,0.3,0.88
10000,10,0.524,0.3,0.74,0.34,0.28,0.96
35000,10,0.5959999999999999,0.84,0.52,0.42,0.24,0.96
15000,20,0.576,0.82,0.68,0.42,0.12,0.84
25000,20,0.528,0.88,0.38,0.24,0.22,0.92
40000,10,0.54,0.8,0.44,0.38,0.14,0.94
20000,50,0.764,0.92,0.8,0.78,0.36,0.96
45000,50,0.6759999999999999,0.78,0.78,0.78,0.1,0.94
40000,50,0.716,0.94,0.82,0.6,0.26,0.96
5000,50,0.6639999999999999,0.94,0.72,0.7,0.04,0.92
50000,50,0.688,0.76,0.78,0.8,0.24,0.86
25000,50,0.6719999999999999,0.96,0.5,0.64,0.28,0.98
10000,50,0.696,0.8,0.78,0.68,0.3,0.92
35000,50,0.628,0.8,0.52,0.72,0.14,0.96
15000,50,0.6839999999999999,0.84,0.8,0.7,0.14,0.94
30000,50,0.616,0.9,0.4,0.68,0.14,0.96
20000,100,0.724,0.96,0.78,0.74,0.18,0.96
10000,100,0.748,0.84,0.92,0.76,0.26,0.96
5000,100,0.6799999999999999,0.84,0.78,0.72,0.06,1.0
15000,100,0.6799999999999999,0.94,0.82,0.64,0.08,0.92
35000,100,0.7200000000000001,0.86,0.72,0.78,0.28,0.96
30000,100,0.708,0.94,0.72,0.74,0.22,0.92
25000,100,0.716,0.9,0.58,0.68,0.44,0.98
40000,100,0.7000000000000001,0.92,0.7,0.62,0.28,0.98
45000,100,0.716,0.84,0.84,0.84,0.1,0.96
50000,100,0.6960000000000001,0.74,0.82,0.8,0.18,0.94
5000,200,0.7,0.88,0.84,0.78,0.06,0.94
45000,200,0.76,0.9,0.9,0.86,0.18,0.96
10000,200,0.728,0.84,0.84,0.74,0.28,0.94
30000,200,0.708,0.88,0.74,0.82,0.14,0.96
50000,200,0.724,0.92,0.78,0.86,0.22,0.84
15000,200,0.6799999999999999,0.9,0.9,0.74,0.02,0.84
35000,200,0.6719999999999999,0.78,0.68,0.82,0.12,0.96
40000,200,0.716,0.94,0.8,0.8,0.08,0.96
20000,200,0.696,0.78,0.82,0.88,0.1,0.9
25000,200,0.6559999999999999,0.88,0.66,0.56,0.24,0.94
