step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
15000,0,0.16799999999999998,0.66,0.08,0.1,0.0,0.0
25000,0,0.24000000000000005,0.28,0.5,0.04,0.0,0.38
35000,0,0.20800000000000002,0.02,0.18,0.0,0.0,0.84
30000,0,0.064,0.06,0.24,0.0,0.0,0.02
10000,0,0.288,0.64,0.12,0.02,0.0,0.66
20000,0,0.404,0.38,0.84,0.08,0.0,0.72
40000,0,0.23200000000000004,0.12,0.36,0.06,0.0,0.62
45000,0,0.24000000000000005,0.24,0.2,0.1,0.0,0.66
5000,0,0.188,0.02,0.0,0.0,0.0,0.92
5000,10,0.576,0.82,0.28,0.76,0.04,0.98
50000,0,0.144,0.14,0.0,0.38,0.0,0.2
30000,10,0.5599999999999999,0.84,0.62,0.4,0.02,0.92
20000,10,0.4800000000000001,0.76,0.38,0.28,0.02,0.96
15000,10,0.44799999999999995,0.82,0.3,0.24,0.0,0.88
10000,10,0.576,0.88,0.54,0.48,0.0,0.98
25000,10,0.484,0.7,0.4,0.44,0.0,0.88
40000,10,0.4959999999999999,0.7,0.6,0.2,0.04,0.94
45000,10,0.484,0.8,0.48,0.22,0.02,0.9
25000,20,0.552,0.66,0.6,0.54,0.04,0.92
10000,20,0.632,0.92,0.66,0.6,0.02,0.96
50000,10,0.548,0.9,0.62,0.3,0.0,0.92
40000,20,0.584,0.7,0.7,0.6,0.0,0.92
30000,20,0.5199999999999999,0.72,0.58,0.44,0.08,0.78
45000,20,0.58,0.88,0.6,0.46,0.06,0.9
15000,20,0.512,0.84,0.32,0.5,0.0,0.9
35000,10,0.488,0.46,0.64,0.36,0.02,0.96
35000,20,0.5599999999999999,0.86,0.54,0.38,0.04,0.98
20000,20,0.488,0.7,0.24,0.58,0.02,0.9
5000,20,0.628,0.88,0.42,0.76,0.1,0.98
50000,20,0.62,0.92,0.7,0.48,0.0,1.0
10000,50,0.6719999999999999,0.94,0.72,0.76,0.0,0.94
20000,50,0.6,0.72,0.44,0.74,0.12,0.98
35000,50,0.58,0.76,0.48,0.64,0.04,0.98
5000,50,0.6679999999999999,0.86,0.58,0.84,0.14,0.92
50000,50,0.6479999999999999,0.82,0.74,0.7,0.06,0.92
30000,50,0.6199999999999999,0.74,0.62,0.74,0.1,0.9
40000,50,0.628,0.82,0.82,0.52,0.06,0.92
15000,50,0.604,0.8,0.42,0.76,0.06,0.98
25000,50,0.564,0.82,0.52,0.62,0.0,0.86
45000,50,0.592,0.78,0.5,0.72,0.04,0.92
5000,100,0.6639999999999999,0.84,0.66,0.8,0.04,0.98
30000,100,0.6839999999999999,0.9,0.7,0.7,0.18,0.94
15000,100,0.6239999999999999,0.86,0.52,0.8,0.0,0.94
50000,100,0.6880000000000001,0.88,0.78,0.78,0.08,0.92
10000,100,0.6639999999999999,0.94,0.62,0.74,0.04,0.98
40000,100,0.704,0.9,0.78,0.7,0.14,1.0
20000,100,0.584,0.76,0.44,0.68,0.14,0.9
25000,100,0.6519999999999999,0.86,0.6,0.88,0.0,0.92
35000,100,0.612,0.86,0.56,0.68,0.02,0.94
45000,100,0.6279999999999999,0.72,0.6,0.74,0.1,0.98
5000,200,0.6799999999999999,0.84,0.62,0.86,0.12,0.96
15000,200,0.6719999999999999,0.9,0.56,0.84,0.06,1.0
10000,200,0.66,0.88,0.68,0.8,0.0,0.94
25000,200,0.6639999999999999,0.94,0.54,0.9,0.04,0.9
30000,200,0.7,0.88,0.74,0.8,0.12,0.96
20000,200,0.66,0.84,0.56,0.8,0.18,0.92
40000,200,0.6920000000000001,0.84,0.76,0.8,0.12,0.94
35000,200,0.608,0.76,0.56,0.7,0.02,1.0
50000,200,0.708,0.76,0.78,0.82,0.22,0.96
45000,200,0.628,0.76,0.52,0.82,0.08,0.96
