step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,0,0.276,0.22,0.18,0.44,0.02,0.52
25000,0,0.42400000000000004,0.4,0.74,0.48,0.1,0.4
30000,0,0.33999999999999997,0.3,0.38,0.38,0.16,0.48
20000,0,0.38399999999999995,0.3,0.62,0.36,0.16,0.48
35000,0,0.28400000000000003,0.3,0.42,0.28,0.14,0.28
40000,0,0.316,0.32,0.64,0.38,0.12,0.12
15000,0,0.244,0.08,0.1,0.44,0.12,0.48
10000,0,0.28,0.16,0.28,0.4,0.04,0.52
45000,0,0.08800000000000001,0.0,0.04,0.28,0.1,0.02
50000,0,0.15999999999999998,0.22,0.28,0.22,0.08,0.0
50000,10,0.6479999999999999,0.88,0.68,0.52,0.26,0.9
40000,10,0.6759999999999999,0.8,0.7,0.66,0.32,0.9
45000,10,0.6279999999999999,0.76,0.6,0.58,0.32,0.88
10000,20,0.712,0.92,0.86,0.72,0.22,0.84
20000,20,0.688,0.9,0.74,0.74,0.16,0.9
5000,20,0.708,0.74,0.82,0.74,0.28,0.96
25000,10,0.6839999999999999,0.84,0.76,0.7,0.26,0.86
10000,10,0.74,0.9,0.78,0.76,0.32,0.94
25000,20,0.656,0.86,0.74,0.56,0.22,0.9
15000,20,0.6559999999999999,0.74,0.7,0.68,0.26,0.9
5000,10,0.6439999999999999,0.74,0.74,0.6,0.34,0.8
20000,10,0.6360000000000001,0.82,0.74,0.64,0.18,0.8
15000,10,0.624,0.82,0.7,0.6,0.2,0.8
35000,10,0.68,0.8,0.74,0.66,0.24,0.96
30000,10,0.644,0.78,0.7,0.56,0.28,0.9
45000,20,0.656,0.86,0.72,0.58,0.28,0.84
50000,20,0.608,0.8,0.62,0.64,0.2,0.78
35000,20,0.6719999999999999,0.82,0.8,0.6,0.24,0.9
30000,20,0.652,0.84,0.68,0.6,0.22,0.92
40000,20,0.608,0.8,0.78,0.48,0.22,0.76
20000,50,0.752,0.92,0.94,0.76,0.26,0.88
10000,50,0.744,0.92,0.88,0.76,0.26,0.9
15000,50,0.724,0.9,0.8,0.74,0.32,0.86
5000,50,0.708,0.86,0.78,0.64,0.38,0.88
30000,50,0.6759999999999999,0.92,0.62,0.66,0.32,0.86
45000,50,0.6880000000000001,0.9,0.72,0.7,0.22,0.9
40000,50,0.688,0.84,0.86,0.66,0.18,0.9
35000,50,0.708,0.92,0.86,0.7,0.26,0.8
25000,50,0.676,0.88,0.78,0.68,0.14,0.9
50000,50,0.6519999999999999,0.72,0.68,0.72,0.3,0.84
35000,100,0.704,0.94,0.88,0.62,0.22,0.86
40000,100,0.6880000000000001,0.84,0.9,0.68,0.24,0.78
30000,100,0.704,0.86,0.88,0.62,0.24,0.92
45000,100,0.636,0.88,0.66,0.54,0.18,0.92
15000,100,0.728,0.9,0.88,0.7,0.26,0.9
50000,100,0.668,0.9,0.68,0.66,0.24,0.86
5000,100,0.772,0.9,0.84,0.82,0.38,0.92
10000,100,0.712,0.9,0.82,0.74,0.22,0.88
25000,100,0.6839999999999999,0.84,0.84,0.66,0.24,0.84
20000,100,0.696,0.86,0.82,0.68,0.24,0.88
10000,200,0.724,0.84,0.82,0.58,0.42,0.96
5000,200,0.716,0.9,0.82,0.7,0.28,0.88
20000,200,0.6839999999999999,0.86,0.82,0.58,0.28,0.88
35000,200,0.716,0.94,0.92,0.54,0.24,0.94
40000,200,0.66,0.88,0.76,0.6,0.16,0.9
15000,200,0.712,0.88,0.78,0.64,0.34,0.92
45000,200,0.6759999999999999,0.88,0.78,0.7,0.26,0.76
25000,200,0.6479999999999999,0.94,0.82,0.54,0.08,0.86
30000,200,0.716,0.88,0.8,0.84,0.2,0.86
50000,200,0.696,0.84,0.7,0.7,0.36,0.88
