step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
30000,0,0.43199999999999994,0.1,0.74,0.48,0.0,0.84
10000,0,0.392,0.04,0.84,0.36,0.0,0.72
15000,0,0.38,0.04,0.78,0.38,0.0,0.7
25000,0,0.384,0.06,0.48,0.5,0.0,0.88
20000,0,0.348,0.1,0.4,0.46,0.0,0.78
35000,0,0.292,0.0,0.34,0.54,0.0,0.58
40000,0,0.3,0.16,0.32,0.26,0.02,0.74
50000,10,0.6479999999999999,0.46,0.84,0.68,0.32,0.94
40000,10,0.612,0.58,0.76,0.74,0.04,0.94
45000,10,0.66,0.74,0.84,0.7,0.1,0.92
5000,10,0.6920000000000001,0.64,0.86,0.78,0.2,0.98
5000,0,0.484,0.26,0.8,0.54,0.04,0.78
45000,0,0.236,0.14,0.32,0.24,0.0,0.48
10000,10,0.64,0.52,0.9,0.78,0.1,0.9
50000,0,0.18,0.0,0.1,0.28,0.0,0.52
5000,20,0.6920000000000001,0.8,0.86,0.78,0.12,0.9
15000,10,0.676,0.7,0.82,0.8,0.12,0.94
20000,10,0.628,0.58,0.86,0.68,0.14,0.88
30000,10,0.6359999999999999,0.62,0.94,0.7,0.02,0.9
25000,10,0.66,0.76,0.84,0.76,0.02,0.92
35000,10,0.6479999999999999,0.56,0.84,0.86,0.06,0.92
30000,20,0.676,0.8,0.86,0.7,0.08,0.94
10000,20,0.724,0.84,0.96,0.8,0.06,0.96
25000,20,0.6759999999999999,0.74,0.94,0.68,0.12,0.9
45000,20,0.648,0.66,0.88,0.68,0.06,0.96
15000,20,0.704,0.86,0.86,0.7,0.16,0.94
35000,20,0.656,0.68,0.82,0.78,0.06,0.94
40000,20,0.676,0.72,0.86,0.7,0.14,0.96
20000,20,0.6559999999999999,0.66,0.8,0.84,0.12,0.86
50000,20,0.6799999999999999,0.64,0.92,0.7,0.18,0.96
30000,50,0.704,0.86,0.88,0.68,0.16,0.94
20000,50,0.692,0.82,0.84,0.66,0.2,0.94
25000,50,0.684,0.76,0.9,0.74,0.06,0.96
50000,50,0.7280000000000001,0.78,0.84,0.78,0.28,0.96
15000,50,0.6719999999999999,0.84,0.84,0.66,0.12,0.9
10000,50,0.7000000000000001,0.78,0.92,0.74,0.1,0.96
40000,50,0.66,0.8,0.86,0.58,0.08,0.98
35000,50,0.74,0.88,0.9,0.78,0.14,1.0
45000,50,0.6679999999999999,0.78,0.86,0.7,0.06,0.94
5000,50,0.652,0.72,0.84,0.68,0.12,0.9
30000,100,0.712,0.86,0.86,0.8,0.08,0.96
5000,100,0.728,0.82,0.78,0.82,0.26,0.96
20000,100,0.72,0.9,0.9,0.76,0.1,0.94
35000,100,0.7,0.84,0.9,0.7,0.1,0.96
15000,100,0.728,0.9,0.94,0.7,0.16,0.94
10000,100,0.7040000000000001,0.8,0.88,0.76,0.16,0.92
45000,100,0.732,0.88,0.88,0.78,0.18,0.94
25000,100,0.6679999999999999,0.78,0.9,0.7,0.06,0.9
50000,100,0.6880000000000001,0.78,0.92,0.68,0.1,0.96
40000,100,0.68,0.78,0.88,0.68,0.06,1.0
20000,200,0.728,0.88,0.9,0.84,0.1,0.92
25000,200,0.74,0.9,0.92,0.82,0.1,0.96
30000,200,0.72,0.84,0.92,0.8,0.1,0.94
35000,200,0.712,0.86,0.92,0.72,0.1,0.96
15000,200,0.7160000000000001,0.8,0.92,0.8,0.12,0.94
10000,200,0.696,0.82,0.88,0.7,0.18,0.9
40000,200,0.664,0.8,0.8,0.72,0.1,0.9
45000,200,0.676,0.78,0.82,0.72,0.08,0.98
50000,200,0.716,0.82,0.88,0.86,0.14,0.88
5000,200,0.736,0.88,0.94,0.74,0.18,0.94
