step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
15000,0,0.41600000000000004,0.48,0.72,0.14,0.0,0.74
35000,0,0.328,0.32,0.56,0.1,0.0,0.66
10000,0,0.36000000000000004,0.44,0.68,0.12,0.0,0.56
40000,0,0.384,0.7,0.2,0.34,0.0,0.68
30000,0,0.312,0.22,0.62,0.06,0.0,0.66
20000,0,0.316,0.32,0.62,0.14,0.0,0.5
5000,0,0.36,0.46,0.6,0.22,0.02,0.5
45000,10,0.632,0.56,0.68,0.72,0.28,0.92
25000,0,0.328,0.4,0.6,0.08,0.0,0.56
10000,10,0.596,0.74,0.62,0.6,0.18,0.84
45000,0,0.332,0.22,0.56,0.12,0.0,0.76
15000,10,0.584,0.54,0.62,0.76,0.1,0.9
50000,0,0.184,0.22,0.12,0.0,0.0,0.58
25000,10,0.6199999999999999,0.74,0.6,0.82,0.0,0.94
40000,10,0.608,0.62,0.6,0.76,0.18,0.88
5000,10,0.624,0.64,0.68,0.84,0.08,0.88
20000,10,0.604,0.64,0.7,0.74,0.02,0.92
30000,10,0.58,0.66,0.62,0.62,0.08,0.92
50000,10,0.6079999999999999,0.72,0.54,0.62,0.3,0.86
35000,10,0.576,0.7,0.58,0.62,0.1,0.88
40000,20,0.62,0.68,0.7,0.74,0.0,0.98
45000,20,0.608,0.6,0.68,0.7,0.08,0.98
5000,20,0.568,0.52,0.74,0.68,0.04,0.86
35000,20,0.632,0.64,0.78,0.68,0.06,1.0
25000,20,0.6159999999999999,0.72,0.66,0.72,0.02,0.96
10000,20,0.636,0.72,0.82,0.66,0.12,0.86
50000,20,0.64,0.68,0.76,0.76,0.0,1.0
30000,20,0.644,0.72,0.82,0.6,0.08,1.0
15000,20,0.604,0.78,0.64,0.66,0.04,0.9
20000,20,0.608,0.72,0.62,0.7,0.08,0.92
5000,50,0.66,0.68,0.9,0.7,0.14,0.88
10000,50,0.644,0.68,0.78,0.7,0.08,0.98
15000,50,0.6719999999999999,0.8,0.84,0.7,0.08,0.94
20000,50,0.632,0.64,0.8,0.72,0.08,0.92
35000,50,0.62,0.7,0.7,0.76,0.02,0.92
30000,50,0.608,0.58,0.78,0.66,0.06,0.96
40000,50,0.612,0.66,0.64,0.74,0.06,0.96
25000,50,0.6279999999999999,0.66,0.76,0.72,0.04,0.96
45000,50,0.6359999999999999,0.72,0.7,0.76,0.08,0.92
50000,50,0.652,0.76,0.78,0.78,0.04,0.9
5000,100,0.6439999999999999,0.72,0.9,0.72,0.14,0.74
15000,100,0.656,0.84,0.78,0.68,0.06,0.92
35000,100,0.6719999999999999,0.76,0.76,0.82,0.04,0.98
10000,100,0.6439999999999999,0.86,0.66,0.74,0.08,0.88
20000,100,0.64,0.84,0.72,0.66,0.08,0.9
40000,100,0.632,0.76,0.78,0.64,0.04,0.94
30000,100,0.62,0.7,0.82,0.6,0.06,0.92
45000,100,0.6319999999999999,0.74,0.76,0.76,0.02,0.88
25000,100,0.632,0.76,0.66,0.74,0.04,0.96
50000,100,0.6599999999999999,0.82,0.82,0.64,0.1,0.92
35000,200,0.676,0.8,0.82,0.78,0.06,0.92
20000,200,0.6719999999999999,0.8,0.8,0.78,0.1,0.88
50000,200,0.672,0.78,0.78,0.8,0.08,0.92
15000,200,0.656,0.62,0.84,0.78,0.06,0.98
30000,200,0.624,0.72,0.72,0.64,0.06,0.98
45000,200,0.616,0.8,0.66,0.66,0.08,0.88
40000,200,0.628,0.74,0.74,0.72,0.02,0.92
10000,200,0.6559999999999999,0.76,0.7,0.84,0.1,0.88
5000,200,0.624,0.64,0.76,0.8,0.1,0.82
25000,200,0.6159999999999999,0.7,0.7,0.7,0.04,0.94
