step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
25000,0,0.392,0.54,0.76,0.22,0.02,0.42
30000,0,0.364,0.42,0.72,0.26,0.02,0.4
50000,0,0.304,0.32,0.74,0.26,0.0,0.2
20000,0,0.336,0.18,0.64,0.34,0.06,0.46
40000,0,0.36,0.44,0.72,0.34,0.0,0.3
5000,0,0.272,0.2,0.3,0.36,0.04,0.46
35000,0,0.42399999999999993,0.56,0.82,0.36,0.08,0.3
10000,0,0.292,0.18,0.36,0.44,0.16,0.32
45000,0,0.324,0.38,0.68,0.32,0.0,0.24
10000,10,0.62,0.7,0.74,0.34,0.4,0.92
15000,0,0.26,0.14,0.26,0.32,0.14,0.44
5000,10,0.6599999999999999,0.78,0.78,0.48,0.44,0.82
35000,10,0.572,0.76,0.62,0.32,0.32,0.84
15000,10,0.6439999999999999,0.7,0.82,0.56,0.3,0.84
25000,10,0.6759999999999999,0.74,0.76,0.54,0.4,0.94
20000,10,0.568,0.68,0.7,0.32,0.28,0.86
30000,10,0.5799999999999998,0.82,0.68,0.36,0.24,0.8
40000,10,0.612,0.88,0.66,0.42,0.22,0.88
45000,10,0.608,0.88,0.68,0.28,0.26,0.94
50000,10,0.568,0.76,0.7,0.3,0.26,0.82
15000,20,0.6839999999999999,0.88,0.76,0.64,0.3,0.84
25000,20,0.6519999999999999,0.84,0.72,0.52,0.34,0.84
20000,20,0.664,0.8,0.74,0.64,0.26,0.88
10000,20,0.6799999999999999,0.74,0.82,0.56,0.36,0.92
5000,20,0.6279999999999999,0.8,0.7,0.52,0.24,0.88
30000,20,0.6399999999999999,0.8,0.66,0.46,0.4,0.88
40000,20,0.632,0.84,0.58,0.64,0.12,0.98
45000,20,0.612,0.88,0.6,0.56,0.1,0.92
35000,20,0.628,0.82,0.76,0.46,0.28,0.82
50000,20,0.608,0.88,0.72,0.36,0.24,0.84
35000,50,0.7,0.76,0.76,0.58,0.46,0.94
25000,50,0.692,0.9,0.84,0.58,0.34,0.8
15000,50,0.6599999999999999,0.76,0.8,0.54,0.3,0.9
45000,50,0.656,0.84,0.76,0.62,0.18,0.88
20000,50,0.708,0.86,0.82,0.6,0.32,0.94
10000,50,0.704,0.92,0.82,0.48,0.36,0.94
50000,50,0.636,0.88,0.68,0.48,0.22,0.92
5000,50,0.732,0.8,0.82,0.7,0.36,0.98
40000,50,0.628,0.82,0.84,0.44,0.2,0.84
30000,50,0.704,0.86,0.8,0.62,0.36,0.88
15000,100,0.7,0.88,0.84,0.58,0.3,0.9
5000,100,0.728,0.94,0.84,0.62,0.34,0.9
10000,100,0.696,0.84,0.8,0.58,0.4,0.86
30000,100,0.6839999999999999,0.82,0.84,0.64,0.26,0.86
20000,100,0.6759999999999999,0.86,0.72,0.62,0.26,0.92
25000,100,0.6679999999999999,0.82,0.82,0.62,0.22,0.86
35000,100,0.6759999999999999,0.82,0.82,0.54,0.3,0.9
45000,100,0.644,0.84,0.76,0.58,0.22,0.82
50000,100,0.616,0.9,0.74,0.46,0.16,0.82
40000,100,0.664,0.88,0.62,0.68,0.22,0.92
5000,200,0.7,0.88,0.84,0.54,0.34,0.9
35000,200,0.732,0.98,0.9,0.56,0.38,0.84
10000,200,0.6799999999999999,0.9,0.84,0.56,0.28,0.82
15000,200,0.692,0.9,0.74,0.64,0.36,0.82
30000,200,0.696,0.92,0.84,0.54,0.22,0.96
25000,200,0.6839999999999999,0.82,0.8,0.58,0.34,0.88
40000,200,0.652,0.88,0.8,0.52,0.18,0.88
20000,200,0.58,0.86,0.32,0.52,0.36,0.84
45000,200,0.688,0.92,0.72,0.72,0.26,0.82
50000,200,0.6719999999999999,0.82,0.76,0.64,0.24,0.9
