step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
20000,0,0.35600000000000004,0.38,0.54,0.18,0.0,0.68
10000,0,0.38,0.46,0.7,0.1,0.0,0.64
25000,0,0.32,0.3,0.7,0.06,0.0,0.54
5000,0,0.292,0.32,0.6,0.14,0.0,0.4
15000,0,0.4,0.32,0.82,0.18,0.0,0.68
30000,0,0.24000000000000005,0.06,0.56,0.1,0.0,0.48
40000,0,0.23199999999999998,0.1,0.24,0.04,0.02,0.76
35000,0,0.296,0.2,0.6,0.08,0.0,0.6
50000,0,0.21600000000000003,0.02,0.2,0.06,0.0,0.8
45000,0,0.196,0.06,0.32,0.02,0.02,0.56
40000,10,0.54,0.46,0.78,0.34,0.2,0.92
20000,10,0.48,0.42,0.64,0.4,0.06,0.88
35000,10,0.5439999999999999,0.54,0.76,0.46,0.02,0.94
25000,10,0.488,0.4,0.6,0.44,0.08,0.92
15000,10,0.548,0.52,0.72,0.54,0.06,0.9
45000,10,0.5599999999999999,0.58,0.6,0.46,0.22,0.94
5000,10,0.504,0.46,0.74,0.5,0.08,0.74
50000,10,0.52,0.62,0.66,0.3,0.12,0.9
10000,10,0.4880000000000001,0.48,0.7,0.4,0.06,0.8
30000,10,0.4600000000000001,0.46,0.62,0.32,0.02,0.88
15000,20,0.612,0.74,0.74,0.6,0.1,0.88
20000,20,0.588,0.6,0.68,0.64,0.1,0.92
5000,20,0.52,0.5,0.7,0.46,0.04,0.9
10000,20,0.584,0.66,0.8,0.58,0.06,0.82
40000,20,0.5640000000000001,0.52,0.68,0.54,0.14,0.94
25000,20,0.508,0.58,0.56,0.4,0.0,1.0
35000,20,0.544,0.58,0.64,0.52,0.08,0.9
30000,20,0.516,0.48,0.7,0.44,0.02,0.94
45000,20,0.56,0.56,0.7,0.54,0.08,0.92
50000,20,0.564,0.7,0.6,0.58,0.02,0.92
30000,50,0.628,0.68,0.92,0.48,0.12,0.94
5000,50,0.6120000000000001,0.58,0.84,0.64,0.2,0.8
45000,50,0.624,0.74,0.82,0.6,0.14,0.82
15000,50,0.604,0.76,0.72,0.56,0.1,0.88
20000,50,0.6,0.6,0.78,0.64,0.06,0.92
25000,50,0.5640000000000001,0.52,0.64,0.6,0.1,0.96
10000,50,0.608,0.72,0.68,0.6,0.12,0.92
35000,50,0.564,0.68,0.68,0.42,0.14,0.9
40000,50,0.6319999999999999,0.74,0.74,0.7,0.08,0.9
50000,50,0.64,0.78,0.74,0.66,0.12,0.9
5000,100,0.656,0.82,0.8,0.62,0.22,0.82
15000,100,0.664,0.74,0.82,0.76,0.06,0.94
10000,100,0.628,0.68,0.72,0.66,0.14,0.94
50000,100,0.62,0.78,0.66,0.64,0.1,0.92
25000,100,0.648,0.82,0.76,0.66,0.1,0.9
20000,100,0.64,0.78,0.74,0.54,0.26,0.88
35000,100,0.612,0.62,0.8,0.62,0.14,0.88
30000,100,0.62,0.7,0.78,0.62,0.1,0.9
45000,100,0.62,0.72,0.64,0.64,0.16,0.94
40000,100,0.58,0.62,0.56,0.7,0.12,0.9
20000,200,0.636,0.82,0.7,0.6,0.12,0.94
40000,200,0.6,0.74,0.68,0.6,0.1,0.88
5000,200,0.632,0.6,0.8,0.72,0.2,0.84
15000,200,0.616,0.78,0.84,0.54,0.1,0.82
35000,200,0.608,0.64,0.78,0.62,0.12,0.88
30000,200,0.62,0.72,0.76,0.6,0.1,0.92
50000,200,0.604,0.76,0.72,0.5,0.14,0.9
25000,200,0.624,0.72,0.68,0.66,0.1,0.96
10000,200,0.6440000000000001,0.8,0.76,0.72,0.16,0.78
45000,200,0.628,0.78,0.7,0.62,0.12,0.92
