step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,0,0.144,0.22,0.06,0.08,0.0,0.36
10000,0,0.2,0.32,0.22,0.14,0.0,0.32
20000,0,0.132,0.22,0.08,0.08,0.0,0.28
15000,0,0.136,0.16,0.12,0.2,0.0,0.2
25000,0,0.20400000000000001,0.36,0.2,0.22,0.0,0.24
30000,0,0.21200000000000002,0.36,0.28,0.2,0.0,0.22
40000,0,0.21599999999999997,0.22,0.26,0.18,0.0,0.42
35000,0,0.18400000000000002,0.2,0.14,0.26,0.0,0.32
45000,0,0.20400000000000001,0.36,0.22,0.16,0.0,0.28
5000,10,0.46799999999999997,0.5,0.46,0.56,0.06,0.76
50000,0,0.148,0.14,0.22,0.26,0.0,0.12
10000,10,0.42400000000000004,0.54,0.54,0.36,0.04,0.64
20000,10,0.44800000000000006,0.54,0.56,0.46,0.04,0.64
15000,10,0.372,0.42,0.4,0.52,0.02,0.5
25000,10,0.42400000000000004,0.6,0.48,0.46,0.0,0.58
30000,10,0.44400000000000006,0.54,0.56,0.48,0.0,0.64
35000,10,0.4720000000000001,0.54,0.62,0.48,0.02,0.7
40000,10,0.4800000000000001,0.56,0.64,0.52,0.08,0.6
45000,10,0.43600000000000005,0.58,0.54,0.46,0.0,0.6
50000,10,0.492,0.62,0.5,0.6,0.0,0.74
10000,20,0.44000000000000006,0.52,0.48,0.52,0.0,0.68
5000,20,0.44000000000000006,0.56,0.52,0.46,0.02,0.64
15000,20,0.4600000000000001,0.52,0.58,0.5,0.02,0.68
25000,20,0.4680000000000001,0.52,0.58,0.58,0.02,0.64
20000,20,0.44000000000000006,0.58,0.54,0.4,0.02,0.66
30000,20,0.41600000000000004,0.6,0.46,0.4,0.02,0.6
35000,20,0.484,0.52,0.7,0.38,0.04,0.78
40000,20,0.4800000000000001,0.56,0.66,0.38,0.02,0.78
45000,20,0.41600000000000004,0.58,0.54,0.32,0.02,0.62
50000,20,0.46799999999999997,0.46,0.66,0.46,0.02,0.74
5000,50,0.4600000000000001,0.56,0.64,0.6,0.0,0.5
15000,50,0.504,0.6,0.6,0.5,0.02,0.8
10000,50,0.42800000000000005,0.5,0.66,0.4,0.02,0.56
20000,50,0.492,0.48,0.6,0.58,0.04,0.76
35000,50,0.504,0.6,0.68,0.46,0.0,0.78
30000,50,0.4800000000000001,0.62,0.44,0.62,0.04,0.68
25000,50,0.44399999999999995,0.36,0.62,0.52,0.02,0.7
50000,50,0.45600000000000007,0.56,0.64,0.46,0.0,0.62
45000,50,0.5279999999999999,0.64,0.66,0.58,0.02,0.74
40000,50,0.41200000000000003,0.52,0.64,0.3,0.02,0.58
5000,100,0.5359999999999999,0.62,0.62,0.66,0.0,0.78
10000,100,0.4640000000000001,0.52,0.62,0.48,0.0,0.7
15000,100,0.492,0.6,0.58,0.62,0.0,0.66
25000,100,0.4760000000000001,0.5,0.6,0.64,0.02,0.62
20000,100,0.4760000000000001,0.52,0.6,0.56,0.02,0.68
45000,100,0.516,0.68,0.62,0.6,0.02,0.66
35000,100,0.4760000000000001,0.64,0.52,0.52,0.02,0.68
50000,100,0.45600000000000007,0.52,0.62,0.48,0.02,0.64
30000,100,0.4640000000000001,0.68,0.52,0.46,0.0,0.66
40000,100,0.4640000000000001,0.66,0.52,0.38,0.0,0.76
5000,200,0.384,0.32,0.46,0.56,0.0,0.58
15000,200,0.46799999999999997,0.58,0.56,0.48,0.0,0.72
30000,200,0.42000000000000004,0.54,0.44,0.48,0.02,0.62
25000,200,0.524,0.56,0.72,0.62,0.0,0.72
10000,200,0.44800000000000006,0.6,0.5,0.48,0.02,0.64
20000,200,0.44800000000000006,0.5,0.52,0.5,0.04,0.68
35000,200,0.4960000000000001,0.54,0.66,0.54,0.02,0.72
45000,200,0.4600000000000001,0.56,0.62,0.44,0.0,0.68
40000,200,0.45600000000000007,0.52,0.52,0.44,0.02,0.78
50000,200,0.52,0.48,0.56,0.46,0.46,0.64
