step,TTT_steps,overall_success,task1_success,task2_success,task3_success,task4_success,task5_success
5000,0,0.072,0.0,0.0,0.26,0.0,0.1
5000,10,0.608,0.54,0.6,0.58,0.52,0.8
5000,20,0.648,0.74,0.64,0.64,0.46,0.76
10000,0,0.1,0.02,0.0,0.28,0.0,0.2
5000,50,0.6439999999999999,0.68,0.56,0.74,0.52,0.72
10000,10,0.5640000000000001,0.54,0.58,0.54,0.46,0.7
10000,20,0.6,0.6,0.66,0.64,0.36,0.74
15000,0,0.096,0.0,0.0,0.3,0.0,0.18
15000,10,0.5960000000000001,0.58,0.56,0.58,0.48,0.78
5000,100,0.6839999999999999,0.64,0.72,0.64,0.62,0.8
15000,20,0.608,0.68,0.54,0.64,0.4,0.78
20000,0,0.08,0.0,0.0,0.3,0.0,0.1
10000,50,0.6199999999999999,0.7,0.66,0.6,0.42,0.72
20000,10,0.556,0.64,0.48,0.62,0.36,0.68
25000,0,0.10800000000000001,0.04,0.0,0.38,0.0,0.12
20000,20,0.6359999999999999,0.66,0.66,0.58,0.52,0.76
25000,10,0.624,0.64,0.6,0.52,0.56,0.8
30000,0,0.076,0.0,0.0,0.28,0.0,0.1
15000,50,0.6359999999999999,0.62,0.6,0.68,0.52,0.76
5000,200,0.608,0.66,0.62,0.6,0.46,0.7
30000,10,0.6239999999999999,0.66,0.58,0.66,0.38,0.84
25000,20,0.6359999999999999,0.7,0.62,0.6,0.5,0.76
10000,100,0.6359999999999999,0.7,0.7,0.46,0.6,0.72
35000,0,0.076,0.0,0.0,0.24,0.0,0.14
35000,10,0.616,0.64,0.66,0.6,0.44,0.74
40000,0,0.11599999999999999,0.04,0.0,0.32,0.0,0.22
30000,20,0.6119999999999999,0.7,0.62,0.58,0.44,0.72
20000,50,0.632,0.56,0.7,0.6,0.54,0.76
40000,10,0.556,0.62,0.54,0.64,0.36,0.62
45000,0,0.10400000000000001,0.04,0.0,0.28,0.0,0.2
35000,20,0.5800000000000001,0.5,0.64,0.54,0.42,0.8
45000,10,0.5599999999999999,0.72,0.66,0.46,0.32,0.64
50000,0,0.132,0.12,0.0,0.26,0.0,0.28
15000,100,0.664,0.66,0.7,0.58,0.58,0.8
25000,50,0.604,0.56,0.64,0.5,0.5,0.82
40000,20,0.6,0.78,0.64,0.6,0.32,0.66
50000,10,0.552,0.66,0.5,0.58,0.4,0.62
45000,20,0.548,0.66,0.5,0.56,0.32,0.7
10000,200,0.6599999999999999,0.72,0.62,0.58,0.54,0.84
30000,50,0.6359999999999999,0.74,0.5,0.56,0.64,0.74
50000,20,0.632,0.72,0.64,0.58,0.46,0.76
20000,100,0.6599999999999999,0.76,0.58,0.64,0.52,0.8
35000,50,0.656,0.66,0.7,0.58,0.56,0.78
40000,50,0.5840000000000001,0.68,0.64,0.56,0.46,0.58
25000,100,0.604,0.56,0.7,0.54,0.54,0.68
15000,200,0.6279999999999999,0.68,0.7,0.54,0.44,0.78
45000,50,0.592,0.58,0.72,0.54,0.48,0.64
30000,100,0.6599999999999999,0.64,0.76,0.54,0.46,0.9
50000,50,0.6,0.62,0.7,0.52,0.5,0.66
35000,100,0.5960000000000001,0.56,0.54,0.66,0.46,0.76
20000,200,0.6559999999999999,0.7,0.66,0.52,0.58,0.82
40000,100,0.64,0.58,0.7,0.58,0.54,0.8
25000,200,0.6599999999999999,0.66,0.74,0.62,0.52,0.76
45000,100,0.624,0.66,0.66,0.62,0.4,0.78
50000,100,0.6120000000000001,0.64,0.56,0.54,0.56,0.76
30000,200,0.6679999999999999,0.66,0.68,0.72,0.54,0.74
35000,200,0.5959999999999999,0.62,0.64,0.58,0.36,0.78
40000,200,0.648,0.76,0.64,0.68,0.52,0.64
45000,200,0.576,0.62,0.66,0.5,0.4,0.7
50000,200,0.632,0.7,0.66,0.58,0.52,0.7
